"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Dielectric Material","ESR (Equivalent Series Resistance)","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Termination","Tolerance","Type","Value","Voltage Rating - AC","Voltage Rating - DC"
General Purpose,"0.082uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1C823GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C823GX5/PCF1188CT-ND/353735,"","","","","","","","",CAP FILM 0.082UF 2% 16VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:46.030000","",Active,Panasonic Electronic Components,ECH-U1C823GX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.27","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1188CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.082uF","","16V"
General Purpose,"0.018uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDBCB2180GC5N0.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDBCB2180GC5N0/399-6403-1-ND/3028761,"","","","","","","","",CAP FILM 0.018UF 2% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.059 (1.50mm)","2020-09-02 01:24:46.027000","",Active,KEMET,LDBCB2180GC5N0,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.31","",LDB,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"399-6403-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.018uF","","50V"
General Purpose,"0.027uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H273GB5/PCF1118CT-ND/256003,"","","","","","","","",CAP FILM 0.027UF 2% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:46.023000","",Active,Panasonic Electronic Components,ECH-U1H273GB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.35","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1118CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.027uF","","50V"
General Purpose,"0.039uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H393GB5/PCF1120CT-ND/256005,"","","","","","","","",CAP FILM 0.039UF 2% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.087 (2.20mm)","2020-09-02 01:24:46.020000","",Active,Panasonic Electronic Components,ECH-U1H393GB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.37","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1120CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.039uF","","50V"
"DC Link, DC Filtering","2.2uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/25MU225MB23225/1189-2524-1-ND/4969582,"","","","","","","","",CAP FILM 2.2UF 20% 25VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.079 (2.00mm)","2020-09-02 01:24:46.013000","",Active,Rubycon,"25MU225MB23225","1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"3.57","","PMLCAP®, MU","0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1189-2524-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","2.2uF","","25V"
"DC Link, DC Filtering","1.5uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/35MU155MB33225/1189-2531-1-ND/4969589,"","","","","","","","",CAP FILM 1.5UF 20% 35VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.087 (2.20mm)","2020-09-02 01:24:46.010000","",Active,Rubycon,"35MU155MB33225","1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"3.01","","PMLCAP®, MU","0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1189-2531-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","1.5uF","","35V"
"DC Link, DC Filtering","1.5uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/25MU155MB33225/1189-2522-1-ND/4969580,"","","","","","","","",CAP FILM 1.5UF 20% 25VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.087 (2.20mm)","2020-09-02 01:24:46.007000","",Active,Rubycon,"25MU155MB33225","1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"3.01","","PMLCAP®, MU","0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1189-2522-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","1.5uF","","25V"
"DC Link, DC Filtering","1uF",=Value,Datasheet,http://www.rubycon.co.jp/en/catalog/e_pdfs/pmlcap/e_MU.pdf,DigiKey Link,http://digikey.com/product-detail/en/rubycon/35MU105MB13225/1189-2529-1-ND/4969587,"","","","","","","","",CAP FILM 1UF 20% 35VDC 1210,"1210 (3225 Metric)","Acrylic, Metallized","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:46.003000","",Active,Rubycon,"35MU105MB13225","1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"3.13","","PMLCAP®, MU","0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"1189-2529-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±20%,"","1uF","","35V"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/cb-pen.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/CB027D0104JBA/478-12898-1-ND/9949135,"","","","","","","","",CAP FILM 0.1UF 5% 63VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:45.983000","",Active,AVX Corporation,CB027D0104JBA,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.45","",CB,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"478-12898-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.1uF","40V","63V"
General Purpose,"0.012uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H123JB5/PCF1025CT-ND/129248,"","","","","","","","",CAP FILM 0.012UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.047 (1.20mm)","2020-09-02 01:24:45.977000","",Active,Panasonic Electronic Components,ECH-U1H123JB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.17","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1025CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.012uF","","50V"
General Purpose,"0.056uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C563JB5/PCF1085CT-ND/248418,"","","","","","","","",CAP FILM 0.056UF 5% 16VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:45.973000","",Active,Panasonic Electronic Components,ECH-U1C563JB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.17","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1085CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.056uF","","16V"
General Purpose,"0.012uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H123GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H123GX5/PCF1309CT-ND/353781,"","","","","","","","",CAP FILM 0.012UF 2% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.051 (1.30mm)","2020-09-02 01:24:45.970000","",Active,Panasonic Electronic Components,ECH-U1H123GX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.19","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1309CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.012uF","","50V"
"High Frequency, Switching","0.022uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCP.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCP1210H223J-G2/338-4085-1-ND/5700240,"","","","","","","","",CAP FILM 0.022UF 5% 50VDC 1210,"1210 (3225 Metric)",Polyphenylene Sulfide (PPS),"","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.067 (1.70mm)","2020-09-02 01:24:45.967000","",Active,Cornell Dubilier Electronics (CDE),FCP1210H223J-G2,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.20","",FCP,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"338-4085-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.022uF","","50V"
"High Frequency, Switching","0.033uF",=Value,Datasheet,http://www.cde.com/resources/catalogs/FCP.pdf,DigiKey Link,http://digikey.com/product-detail/en/cornell-dubilier-electronics-cde/FCP1210H333J-G3/338-4086-1-ND/5700241,"","","","","","","","",CAP FILM 0.033UF 5% 50VDC 1210,"1210 (3225 Metric)",Polyphenylene Sulfide (PPS),"","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:45.963000","",Active,Cornell Dubilier Electronics (CDE),FCP1210H333J-G3,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.20","",FCP,"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,"338-4086-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.033uF","","50V"
General Purpose,"0.039uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H393GX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H393GX5/PCF1315CT-ND/353787,"","","","","","","","",CAP FILM 0.039UF 2% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:45.957000","",Active,Panasonic Electronic Components,ECH-U1H393GX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.21","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1315CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.039uF","","50V"
General Purpose,"0.039uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H393JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H393JX5/PCF1347CT-ND/353819,"","","","","","","","",CAP FILM 0.039UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:45.953000","",Active,Panasonic Electronic Components,ECH-U1H393JX5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.21","",ECH-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1347CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.039uF","","50V"
General Purpose,"6800pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0015+ECWU1682JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U1682JX5/PCF1358CT-ND/353843,"","","","","","","","",CAP FILM 6800PF 5% 100VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.067 (1.70mm)","2020-09-02 01:24:45.950000","",Active,Panasonic Electronic Components,ECW-U1682JX5,"1",Surface Mount,-55°C ~ 105°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.23","",ECW-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1358CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","6800pF","","100V"
General Purpose,"8200pF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0015+ECWU1822JX5+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U1822JX5/PCF1359CT-ND/353844,"","","","","","","","",CAP FILM 8200PF 5% 100VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:45.947000","",Active,Panasonic Electronic Components,ECW-U1822JX5,"1",Surface Mount,-55°C ~ 105°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.24","",ECW-U(X),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1359CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","8200pF","","100V"
General Purpose,"0.022uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H223JB5/PCF1028CT-ND/129265,"","","","","","","","",CAP FILM 0.022UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:45.943000","",Active,Panasonic Electronic Components,ECH-U1H223JB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.27","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1028CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.022uF","","50V"
General Purpose,"0.027uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H273JB5/PCF1029CT-ND/129274,"","","","","","","","",CAP FILM 0.027UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.063 (1.60mm)","2020-09-02 01:24:45.940000","",Active,Panasonic Electronic Components,ECH-U1H273JB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.28","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1029CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.027uF","","50V"
Automotive,"10000pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDEIB2100KA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDEIB2100KA0N00/399-12880-1-ND/5731504,"","","","","","","","",CAP FILM 10000PF 10% 250VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.083 (2.10mm)","2020-09-02 01:24:45.920000","",Active,KEMET,LDEIB2100KA0N00,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.29",AEC-Q200,LDE,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"399-12880-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±10%,"","10000pF","120V","250V"
General Purpose,"0.082uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1C823JB5/PCF1087CT-ND/248420,"","","","","","","","",CAP FILM 0.082UF 5% 16VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.087 (2.20mm)","2020-09-02 01:24:45.917000","",Active,Panasonic Electronic Components,ECH-U1C823JB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.30","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1087CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.082uF","","16V"
Automotive,"0.047uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDEEB2470KA0N00.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDEEB2470KA0N00/399-12871-1-ND/5731513,"","","","","","","","",CAP FILM 0.047UF 10% 100VDC 1210,"1210 (3225 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","",High Temperature,footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.083 (2.10mm)","2020-09-02 01:24:45.910000","",Active,KEMET,LDEEB2470KA0N00,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.31",AEC-Q200,LDE,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"399-12871-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±10%,"","0.047uF","63V","100V"
General Purpose,"0.039uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H393JB5/PCF1031CT-ND/129284,"","","","","","","","",CAP FILM 0.039UF 5% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.087 (2.20mm)","2020-09-02 01:24:45.907000","",Active,Panasonic Electronic Components,ECH-U1H393JB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.33","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1031CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.039uF","","50V"
General Purpose,"0.015uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECH-U_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H153GB5/PCF1115CT-ND/256000,"","","","","","","","",CAP FILM 0.015UF 2% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.047 (1.20mm)","2020-09-02 01:24:45.903000","",Active,Panasonic Electronic Components,ECH-U1H153GB5,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.33","",ECH-U(B),"0.126 L x 0.098 W (3.20mm x 2.50mm)",DigiKey,PCF1115CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.015uF","","50V"
General Purpose,"0.047uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/LDBCB2470GC5N0.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/LDBCB2470GC5N0/399-6406-1-ND/3028764,"","","","","","","","",CAP FILM 0.047UF 2% 50VDC 1210,"1210 (3225 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 1210.PCBLIB,"","",CAP FILM 1210,"","","0.091 (2.30mm)","2020-09-02 01:24:45.900000","",Active,KEMET,LDBCB2470GC5N0,"1",Surface Mount,-55°C ~ 125°C,"1210 (3225 Metric)",TapeAndReel,Active,"0.36","",LDB,"0.130 L x 0.098 W (3.30mm x 2.50mm)",DigiKey,"399-6406-1-ND","","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.047uF","","50V"
"DC Link, DC Filtering","0.022uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Capacitors%20PDFs/ECWU_C_V16_17_Rev_Mar2005.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECW-U4223V17/PCF1430CT-ND/431766,"","","","","","","","",CAP FILM 0.022UF 5% 400VDC 2416,"2416 (6041 Metric)","Polyester, Polyethylene Naphthalate (PEN), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 2416.PCBLIB,"","",CAP FILM 2416,"","","0.134 (3.40mm)","2020-09-02 01:24:47.687000","",Active,Panasonic Electronic Components,ECW-U4223V17,"1",Surface Mount,-55°C ~ 85°C,"2416 (6041 Metric)",TapeAndReel,Active,"0.37","",ECW-UC(V17),"0.236 L x 0.161 W (6.00mm x 4.10mm)",DigiKey,PCF1430CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±5%,"","0.022uF","","400V"
General Purpose,"0.22uF",=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABD0013+ECHU1H224GX9+7+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ECH-U1H224GX9/PCF1556CT-ND/1630919,"","","","","","","","",CAP FILM 0.22UF 2% 50VDC 2416,"2416 (6041 Metric)","Polyphenylene Sulfide (PPS), Metallized - Stacked","","",footprints/Capacitor - Film/PCB - CAPACITOR - FILM - CAP FILM 2416.PCBLIB,"","",CAP FILM 2416,"","","0.118 (3.00mm)","2020-09-02 01:24:47.680000","",Active,Panasonic Electronic Components,ECH-U1H224GX9,"1",Surface Mount,-55°C ~ 125°C,"2416 (6041 Metric)",TapeAndReel,Active,"0.48","",ECH-U(X),"0.236 L x 0.161 W (6.00mm x 4.10mm)",DigiKey,PCF1556CT-ND,"","","","","","","","","","",,capacitors\capacitor,Solder Pads,±2%,"","0.22uF","","50V"
