"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Collector Cutoff (Max)","Current - Collector (Ic) (Max)","DC Current Gain (hFE) (Min) @ Ic, Vce","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Transition","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power - Max","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Transistor Type","Type","Value","Vce Saturation (Max) @ Ib, Ic","Voltage - Collector Emitter Breakdown (Max)"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/MMBT3904.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/MMBT3904215/1727-4044-1-ND/1944320,"","","","","","","","","50nA (ICBO)","200mA","100 @ 10mA, 1V",TRANS NPN 40V 0.2A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","300MHz","2020-09-02 01:30:11.413000",Active,Nexperia USA Inc.,"MMBT3904,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"323",Active,"250mW","0.02","Automotive, AEC-Q101",DigiKey,"1727-4044-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","300mV @ 5mA, 50mA","40V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PMBT4401YS.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PMBT4401YSX/1727-2683-1-ND/6576117,"","","","","","","","","50nA (ICBO)","600mA","80 @ 10mA, 1V",TRANS NPN 40V 0.6A SC-881,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","250MHz","2020-09-02 01:30:11.417000",Active,Nexperia USA Inc.,PMBT4401YSX,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"324",Active,"250mW","0.06","Automotive, AEC-Q101",DigiKey,"1727-2683-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","750mV @ 50mA, 500mA","40V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PMBT5551.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PMBT5551235/1727-8536-1-ND/10061273,"","","","","","","","","50nA (ICBO)","300mA","80 @ 10mA, 5V",TRANS NPN 160V 0.3A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","300MHz","2020-09-02 01:30:11.440000",Active,Nexperia USA Inc.,"PMBT5551,235","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"325",Active,"250mW","0.04","Automotive, AEC-Q101",DigiKey,"1727-8536-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","200mV @ 5mA, 50mA","160V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW71_72.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW72215/1727-6207-1-ND/2762708,"","","","","","","","","100nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 45V 0.1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.443000",Active,Nexperia USA Inc.,"BCW72,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"326",Active,"250mW","0.05","Automotive, AEC-Q101",DigiKey,"1727-6207-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","210mV @ 2.5mA, 50mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/2PD602AXL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/2PD602AQL215/1727-4149-1-ND/1993000,"","","","","","","","","10nA (ICBO)","500mA","85 @ 150mA, 10V",TRANS NPN 50V 0.5A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","140MHz","2020-09-02 01:30:11.447000",Active,Nexperia USA Inc.,"2PD602AQL,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"327",Active,"250mW","0.05","Automotive, AEC-Q101",DigiKey,"1727-4149-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","600mV @ 30mA, 300mA","50V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW71_72.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW71215/1727-1578-1-ND/4581059,"","","","","","","","","100nA (ICBO)","100mA","110 @ 2mA, 5V",TRANS NPN 45V 0.1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.470000",Active,Nexperia USA Inc.,"BCW71,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"328",Active,"250mW","0.05","Automotive, AEC-Q101",DigiKey,"1727-1578-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","210mV @ 2.5mA, 50mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BC817K_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BC817K-25HVL/1727-7524-1-ND/8038205,"","","","","","","","","100nA (ICBO)","500mA","160 @ 100mA, 1V",BC817K-25H SOT23 TO-236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.473000",Active,Nexperia USA Inc.,BC817K-25HVL,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"329",Active,"350mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-7524-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","700mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BC817K_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BC817K-40HVL/1727-7527-1-ND/8038208,"","","","","","","","","100nA (ICBO)","500mA","250 @ 100mA, 1V",BC817K-40H SOT23 TO-236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.490000",Active,Nexperia USA Inc.,BC817K-40HVL,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"330",Active,"350mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-7527-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","700mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW31_BCW32_BCW33.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW32215/1727-4903-1-ND/2531407,"","","","","","","","","100nA (ICBO)","100mA","200 @ 2mA, 5V",TRANS NPN 32V 0.1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.493000",Active,Nexperia USA Inc.,"BCW32,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"331",Active,"250mW","0.04","Automotive, AEC-Q101",DigiKey,"1727-4903-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","210mV @ 2.5mA, 50mA","32V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW31_BCW32_BCW33.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW33215/1727-1573-1-ND/4581054,"","","","","","","","","100nA (ICBO)","100mA","420 @ 2mA, 5V",TRANS NPN 32V 0.1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.497000",Active,Nexperia USA Inc.,"BCW33,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"332",Active,"250mW","0.04","Automotive, AEC-Q101",DigiKey,"1727-1573-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","210mV @ 2.5mA, 50mA","32V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PMBTA06.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PMBTA06215/1727-2963-1-ND/763519,"","","","","","","","","50nA (ICBO)","500mA","100 @ 100mA, 1V",TRANS NPN 80V 0.5A TO236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.500000",Active,Nexperia USA Inc.,"PMBTA06,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"333",Active,"250mW","0.04","Automotive, AEC-Q101",DigiKey,"1727-2963-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","250mV @ 10mA, 100mA","80V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PMBTA06.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PMBTA06235/1727-2161-1-ND/5221943,"","","","","","","","","50nA (ICBO)","500mA","100 @ 100mA, 1V",TRANS NPN 80V 0.5A TO236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.520000",Active,Nexperia USA Inc.,"PMBTA06,235","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"334",Active,"250mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-2161-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","250mV @ 10mA, 100mA","80V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCX70.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCX70J215/1727-4917-1-ND/2531421,"","","","","","","","","20nA (ICBO)","100mA","250 @ 2mA, 5V",TRANS NPN 45V 0.1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","250MHz","2020-09-02 01:30:11.530000",Active,Nexperia USA Inc.,"BCX70J,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"335",Active,"250mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-4917-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","550mV @ 1.25mA, 50mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW66X_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW66HR/1727-7506-1-ND/7943431,"","","","","","","","","5µA (ICBO)","800mA","250 @ 100mA, 1V",BCW66HSOT23TO-236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.537000",Active,Nexperia USA Inc.,BCW66HR,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"336",Active,"250mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-7506-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","450mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW66X_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW66GVL/1727-7503-1-ND/7943428,"","","","","","","","","5µA (ICBO)","800mA","160 @ 100mA, 1V",BCW66GSOT23TO-236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.560000",Active,Nexperia USA Inc.,BCW66GVL,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"337",Active,"250mW","0.02","Automotive, AEC-Q101",DigiKey,"1727-7503-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","450mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PMBT6428_PMBT6429.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PMBT6428215/1727-2160-1-ND/5221941,"","","","","","","","","10nA (ICBO)","100mA","250 @ 100µA, 5V",TRANS NPN 50V 0.1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","700MHz","2020-09-02 01:30:11.573000",Active,Nexperia USA Inc.,"PMBT6428,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"338",Active,"250mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-2160-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","600mV @ 5mA, 100mA","50V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/2PD601ART.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/2PD601ART215/1727-1553-1-ND/4581025,"","","","","","","","","100nA (ICBO)","100mA","210 @ 2mA, 10V",TRANS NPN 50V 0.1A SOT23-3,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.577000",Active,Nexperia USA Inc.,"2PD601ART,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"339",Active,"250mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-1553-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","250mV @ 10mA, 100mA","50V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PBHV8115T.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PBHV8115T215/1727-5350-1-ND/2676829,"","","","","","","","","100nA","1A","50 @ 500mA, 10V",TRANS NPN 150V 1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","30MHz","2020-09-02 01:30:11.587000",Active,Nexperia USA Inc.,"PBHV8115T,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"340",Active,"300mW","0.15",-,DigiKey,"1727-5350-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","350mV @ 200mA, 1A","150V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PBSS4130T.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PBSS4130T215/1727-3557-1-ND/1033527,"","","","","","","","","100nA (ICBO)","1A","300 @ 500mA, 2V",TRANS NPN 30V 1A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.600000",Active,Nexperia USA Inc.,"PBSS4130T,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"341",Active,"480mW","0.15",-,DigiKey,"1727-3557-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","270mV @ 50mA, 1A","30V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PBSS4021NT.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PBSS4021NT215/1727-4341-1-ND/2268882,"","","","","","","","","100nA","4.3A","300 @ 2A, 2V",TRANS NPN 20V 4.3A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","165MHz","2020-09-02 01:30:11.603000",Active,Nexperia USA Inc.,"PBSS4021NT,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"342",Active,"1.1W","0.15",-,DigiKey,"1727-4341-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","200mV @ 400mA, 4A","20V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCX53T_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCX53-16TF/1727-BCX53-16TFCT-ND/10496555,"","","","","","","","","500nA (ICBO)","50mA","180 @ 2mA, 6V",BCX53-16T/SOT89/MPT3,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","140MHz","2020-09-02 01:30:11.607000",Active,Nexperia USA Inc.,BCX53-16TF,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",Unknown,"343",Active,"200mW","0.07","Automotive, AEC-Q101",DigiKey,"1727-BCX53-16TFCT-ND","","","","","","","","","","",SST3,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","500mV @ 1mA, 10mA","120V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PMBT5551.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PMBT5551215/1727-4325-1-ND/2209938,"","","","","","","","","50nA (ICBO)","300mA","80 @ 10mA, 5V",TRANS NPN 160V 0.3A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","300MHz","2020-09-02 01:30:11.620000",Active,Nexperia USA Inc.,"PMBT5551,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"344",Active,"250mW","0.05","Automotive, AEC-Q101",DigiKey,"1727-4325-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","200mV @ 5mA, 50mA","160V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW66X_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW66FVL/1727-7501-1-ND/7943426,"","","","","","","","","5µA (ICBO)","800mA","100 @ 100mA, 1V",BCW66FSOT23TO-236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.620000",Active,Nexperia USA Inc.,BCW66FVL,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"345",Active,"250mW","0.02","Automotive, AEC-Q101",DigiKey,"1727-7501-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","450mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BCW66X_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BCW66HVL/1727-7505-1-ND/7943430,"","","","","","","","","5µA (ICBO)","800mA","250 @ 100mA, 1V",BCW66HSOT23TO-236AB,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","100MHz","2020-09-02 01:30:11.623000",Active,Nexperia USA Inc.,BCW66HVL,"1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"346",Active,"250mW","0.02","Automotive, AEC-Q101",DigiKey,"1727-7505-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","450mV @ 50mA, 500mA","45V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/2PD601BRL_2PD601BSL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/2PD601BRL215/1727-1554-1-ND/4581026,"","","","","","","","","100nA (ICBO)","200mA","210 @ 2mA, 10V",TRANS NPN 50V 0.2A SOT-23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","250MHz","2020-09-02 01:30:11.627000",Active,Nexperia USA Inc.,"2PD601BRL,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"347",Active,"250mW","0.05","Automotive, AEC-Q101",DigiKey,"1727-1554-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","250mV @ 10mA, 100mA","50V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PBSS4041NT.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PBSS4041NT215/1727-4335-1-ND/2268894,"","","","","","","","","100nA","3.8A","120 @ 2A, 2V",TRANS NPN 60V 3.8A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","175MHz","2020-09-02 01:30:11.643000",Active,Nexperia USA Inc.,"PBSS4041NT,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"348",Active,"1.1W","0.13",-,DigiKey,"1727-4335-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","300mV @ 200mA, 4A","60V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PMBTA44.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PMBTA44215/1727-5358-1-ND/2676837,"","","","","","","","","100nA (ICBO)","300mA","50 @ 10mA, 10V",TRANS NPN 400V 0.3A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","20MHz","2020-09-02 01:30:11.643000",Active,Nexperia USA Inc.,"PMBTA44,215","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"349",Active,"250mW","0.11",-,DigiKey,"1727-5358-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","750mV @ 5mA, 50mA","400V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BF840.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BF840235/1727-5482-1-ND/2697990,"","","","","","","","","100nA (ICBO)","25mA","67 @ 1mA, 10V",TRANS NPN 40V 0.025A SOT23,"",footprints/Leaded - SOT-23/PCB - LEADED - SOT-23 - NEXPERIA SOT-23-3.PCBLIB,"","",NEXPERIA SOT-23-3,"","","380MHz","2020-09-02 01:30:11.670000",Active,Nexperia USA Inc.,"BF840,235","1",Surface Mount,"150°C (TJ)","TO-236-3, SC-59, SOT-23-3",TapeAndReel,"350",Active,"250mW","0.09","Automotive, AEC-Q101",DigiKey,"1727-5482-1-ND","","","","","","","","","","",TO-236AB,symbols/BJT/SCH - BJT - NEXPERIA NPN SOT-23-3.SchLib,NEXPERIA NPN SOT-23-3,NPN,"","","","40V"
