"Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","ESR (Equivalent Series Resistance)","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lifecycle Status","Lifetime @ Temp","Manufacturer","Part Number","Manufacturer Size Code","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Rated"
"100uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T495B107M010ATE350.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T495B107M010ATE350/399-18817-1-ND/9642352,"","","","","","","","",CAP TANT 100UF 20% 10V 1411,"1411 (3528 Metric)","350mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.207000","",Active,"2000 Hrs @ 125°C",KEMET,T495B107M010ATE350,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"31",Active,"0.59","",T495,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-18817-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"100uF","10V"
"100uF",=Value,Datasheet,http://datasheets.avx.com/f95muse.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F951A107MBAAM1Q2/478-8422-1-ND/4005849,"","","","","","","","",CAP TANT 100UF 20% 10V 1411,"1411 (3528 Metric)","400mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.063 (1.60mm)","2020-09-02 01:15:46.187000","",Active,"",AVX Corporation,F951A107MBAAM1Q2,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"32",Active,"0.66","","F95, Frameless™","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-8422-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Conformal Coated,"100uF","10V"
"33uF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/T495B336M016ATE350.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/T495B336M016ATE350/399-18820-1-ND/9642355,"","","","","","","","",CAP TANT 33UF 20% 16V 1411,"1411 (3528 Metric)","350mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.183000","",Active,"2000 Hrs @ 125°C",KEMET,T495B336M016ATE350,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"33",Active,"0.69","",T495,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"399-18820-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"33uF","16V"
"330uF",=Value,Datasheet,http://datasheets.avx.com/F95.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F950J337MBAAQ2/478-8408-1-ND/4006044,"","","","","","","","",CAP TANT 330UF 20% 6.3V 1411,"1411 (3528 Metric)","600mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.079 (2.00mm)","2020-09-02 01:15:46.180000","",Active,"",AVX Corporation,F950J337MBAAQ2,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"34",Active,"0.70","","F95, Frameless™","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-8408-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Conformal Coated,"330uF","6.3V"
"330uF",=Value,Datasheet,http://datasheets.avx.com/F95.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F950G337MBAAQ2/478-8380-1-ND/4005925,"","","","","","","","",CAP TANT 330UF 20% 4V 1411,"1411 (3528 Metric)","600mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.079 (2.00mm)","2020-09-02 01:15:46.177000","",Active,"",AVX Corporation,F950G337MBAAQ2,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"35",Active,"0.51","","F95, Frameless™","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-8380-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Conformal Coated,"330uF","4V"
"150uF",=Value,Datasheet,http://datasheets.avx.com/F95.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F950J157MBAAQ2/478-8399-1-ND/4005750,"","","","","","","","",CAP TANT 150UF 20% 6.3V 1411,"1411 (3528 Metric)","400mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.079 (2.00mm)","2020-09-02 01:15:46.170000","",Active,"",AVX Corporation,F950J157MBAAQ2,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"36",Active,"0.70","","F95, Frameless™","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-8399-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Conformal Coated,"150uF","6.3V"
"100uF",=Value,Datasheet,http://datasheets.avx.com/F95.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F951A107MBAAQ2/478-8423-1-ND/4005558,"","","","","","","","",CAP TANT 100UF 20% 10V 1411,"1411 (3528 Metric)","400mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.079 (2.00mm)","2020-09-02 01:15:46.167000","",Active,"",AVX Corporation,F951A107MBAAQ2,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"37",Active,"0.70","","F95, Frameless™","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-8423-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Conformal Coated,"100uF","10V"
"220uF",=Value,Datasheet,http://datasheets.avx.com/F95.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/F950G227MBAAQ2/478-8369-1-ND/4005917,"","","","","","","","",CAP TANT 220UF 20% 4V 1411,"1411 (3528 Metric)","400mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.079 (2.00mm)","2020-09-02 01:15:46.160000","",Active,"",AVX Corporation,F950G227MBAAQ2,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"38",Active,"0.70","","F95, Frameless™","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-8369-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Conformal Coated,"220uF","4V"
"4.7uF",=Value,Datasheet,http://datasheets.avx.com/TPS.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TPSB475K025H0900/478-9081-1-ND/4561946,"","","","","","","","",CAP TANT 4.7UF 10% 25V 1411,"","900mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.157000","",Active,"",AVX Corporation,TPSB475K025H0900,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"39",Active,"0.27","",TPS,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-9081-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"4.7uF","25V"
"220uF",=Value,Datasheet,http://datasheets.avx.com/TLJ.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/TLJT227M004R1100/478-4319-1-ND/1473389,"","","","","","","","",CAP TANT 220UF 20% 4V 1411,"","1.1Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.047 (1.20mm)","2020-09-02 01:15:46.153000","",Active,"",AVX Corporation,TLJT227M004R1100,T,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric), 1210",TapeAndReel,"40",Active,"0.74","",TLJ,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"478-4319-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"220uF","4V"
"15uF",=Value,Datasheet,http://www.vishay.com/docs/40002/293d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/293D156X9020B2TE3/718-293D156X9020B2TE3CT-ND/10507000,"","","","","","","","",CAP TANT 15UF 10% 20V 1411,"1411 (3528 Metric)","2.3Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.150000","",Active,"",Vishay Sprague,"293D156X9020B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"41",Active,"0.20","","TANTAMOUNT®, 293D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-293D156X9020B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"15uF","20V"
"220uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMB0G227MTRF/718-2415-1-ND/10107592,"","","","","","","","",CAP TANT 220UF 20% 4V 1411,"1411 (3528 Metric)","1.1Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.147000","",Active,"",Vishay Sprague,TMCMB0G227MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"42",Active,"0.21","",TMCM,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2415-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"220uF","4V"
"1uF",=Value,Datasheet,http://www.vishay.com/docs/40005/593d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/593D105X9035B2TE3/718-593D105X9035B2TE3CT-ND/10506847,"","","","","","","","",CAP TANT 1UF 10% 35V 1411,"1411 (3528 Metric)","2Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.143000","",Active,"",Vishay Sprague,"593D105X9035B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"43",Active,"0.21","","TANTAMOUNT®, 593D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-593D105X9035B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","35V"
"4.7uF",=Value,Datasheet,http://www.vishay.com/docs/40005/593d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/593D475X9020B2TE3/718-593D475X9020B2TE3CT-ND/10507066,"","","","","","","","",CAP TANT 4.7UF 10% 20V 1411,"1411 (3528 Metric)","1Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.137000","",Active,"",Vishay Sprague,"593D475X9020B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"44",Active,"0.21","","TANTAMOUNT®, 593D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-593D475X9020B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"4.7uF","20V"
"22uF",=Value,Datasheet,http://www.vishay.com/docs/40005/593d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/593D226X96R3B2TE3/718-593D226X96R3B2TE3CT-ND/10507103,"","","","","","","","",CAP TANT 22UF 10% 6.3V 1411,"1411 (3528 Metric)","600mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.133000","",Active,"",Vishay Sprague,"593D226X96R3B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"45",Active,"0.21","","TANTAMOUNT®, 593D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-593D226X96R3B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","6.3V"
"22uF",=Value,Datasheet,http://www.vishay.com/docs/40152/th4.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TH4B226K016C1900/718-TH4B226K016C1900CT-ND/10507090,"","","","","","","","",CAP TANT 22UF 10% 16V 1411,"1411 (3528 Metric)","1.9Ohm","",Automotive,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.117000","",Active,"",Vishay Sprague,TH4B226K016C1900,B,"1",Surface Mount,-55°C ~ 175°C,"1411 (3528 Metric)",TapeAndReel,"46",Active,"0.22",AEC-Q200,"TANTAMOUNT®, TH4","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-TH4B226K016C1900CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","16V"
"330uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMB0E337MTRF/718-2412-1-ND/10107589,"","","","","","","","",CAP TANT 330UF 20% 2.5V 1411,"1411 (3528 Metric)","1.1Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.110000","",Active,"",Vishay Sprague,TMCMB0E337MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"47",Active,"0.24","",TMCM,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2412-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"330uF","2.5V"
"330uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMB0G337MTRF/718-2416-1-ND/10107593,"","","","","","","","",CAP TANT 330UF 20% 4V 1411,"1411 (3528 Metric)","1.1Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.090000","",Active,"",Vishay Sprague,TMCMB0G337MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"48",Active,"0.24","",TMCM,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2416-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"330uF","4V"
"100uF",=Value,Datasheet,http://www.vishay.com/docs/40178/tmcm.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TMCMB1A107MTRF/718-2425-1-ND/10107602,"","","","","","","","",CAP TANT 100UF 20% 10V 1411,"1411 (3528 Metric)","1.7Ohm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.087000","",Active,"",Vishay Sprague,TMCMB1A107MTRF,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"49",Active,"0.24","",TMCM,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-2425-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"100uF","10V"
"22uF",=Value,Datasheet,http://www.vishay.com/docs/40005/593d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/593D226X9016B2TE3/718-593D226X9016B2TE3CT-ND/10506552,"","","","","","","","",CAP TANT 22UF 10% 16V 1411,"1411 (3528 Metric)","700mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.083000","",Active,"",Vishay Sprague,"593D226X9016B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"50",Active,"0.25","","TANTAMOUNT®, 593D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-593D226X9016B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"22uF","16V"
"33uF",=Value,Datasheet,http://www.vishay.com/docs/40005/593d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/593D336X9010B2TE3/718-593D336X9010B2TE3CT-ND/10506824,"","","","","","","","",CAP TANT 33UF 10% 10V 1411,"1411 (3528 Metric)","600mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.080000","",Active,"",Vishay Sprague,"593D336X9010B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"51",Active,"0.25","","TANTAMOUNT®, 593D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-593D336X9010B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","10V"
"47uF",=Value,Datasheet,http://www.vishay.com/docs/40005/593d.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/593D476X96R3B2TE3/718-593D476X96R3B2TE3CT-ND/10507091,"","","","","","","","",CAP TANT 47UF 10% 6.3V 1411,"1411 (3528 Metric)","550mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.077000","",Active,"",Vishay Sprague,"593D476X96R3B2TE3",B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"52",Active,"0.25","","TANTAMOUNT®, 593D","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-593D476X96R3B2TE3CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"47uF","6.3V"
"150uF",=Value,Datasheet,http://www.vishay.com/docs/40174/t55.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/T55B157M6R3C0045/718-T55B157M6R3C0045CT-ND/10506856,"","","","","","","","",CAP TANT POLY 150UF 6.3V 1411,"1411 (3528 Metric)","45mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.073000","",Active,"",Vishay Sprague,T55B157M6R3C0045,B,"1",Surface Mount,-55°C ~ 105°C,"1411 (3528 Metric)",TapeAndReel,"53",Active,"0.26","",vPolyTan™ T55,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-T55B157M6R3C0045CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"150uF","6.3V"
"1uF",=Value,Datasheet,http://www.vishay.com/docs/40080/tr3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TR3B105K035C2000/718-TR3B105K035C2000CT-ND/10507034,"","","","","","","","",CAP TANT 1UF 10% 35V 1411,"1411 (3528 Metric)","2Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.050000","",Active,"",Vishay Sprague,TR3B105K035C2000,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"54",Active,"0.26","","TANTAMOUNT®, TR3","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-TR3B105K035C2000CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"1uF","35V"
"330uF",=Value,Datasheet,http://www.vishay.com/docs/40174/t55.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/T55B337M2R5C0045/718-T55B337M2R5C0045CT-ND/10507076,"","","","","","","","",CAP TANT POLY 330UF 2.5V 1411,"1411 (3528 Metric)","45mOhm @ 100kHz","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.10mm)","2020-09-02 01:15:46.027000","",Active,"",Vishay Sprague,T55B337M2R5C0045,B,"1",Surface Mount,-55°C ~ 105°C,"1411 (3528 Metric)",TapeAndReel,"55",Active,"0.27","",vPolyTan™ T55,"0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-T55B337M2R5C0045CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"330uF","2.5V"
"33uF",=Value,Datasheet,http://www.vishay.com/docs/40080/tr3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TR3B336K010C0600/718-TR3B336K010C0600CT-ND/10506857,"","","","","","","","",CAP TANT 33UF 10% 10V 1411,"1411 (3528 Metric)","600mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:46.013000","",Active,"",Vishay Sprague,TR3B336K010C0600,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"56",Active,"0.31","","TANTAMOUNT®, TR3","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-TR3B336K010C0600CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"33uF","10V"
"100uF",=Value,Datasheet,http://www.vishay.com/docs/40080/tr3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TR3B107M6R3C0400/718-TR3B107M6R3C0400CT-ND/10506645,"","","","","","","","",CAP TANT 100UF 20% 6.3V 1411,"1411 (3528 Metric)","400mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:45.993000","",Active,"",Vishay Sprague,TR3B107M6R3C0400,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"57",Active,"0.36","","TANTAMOUNT®, TR3","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-TR3B107M6R3C0400CT-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"100uF","6.3V"
"220uF",=Value,Datasheet,http://www.vishay.com/docs/40080/tr3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TR3B227M004C0700/718-1454-1-ND/1859929,"","","","","","","","",CAP TANT 220UF 20% 4V 1411,"1411 (3528 Metric)","700mOhm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:45.937000","",Active,"",Vishay Sprague,TR3B227M004C0700,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"58",Active,"0.41","","TANTAMOUNT®, TR3","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-1454-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±20%,Molded,"220uF","4V"
"2.2uF",=Value,Datasheet,http://www.vishay.com/docs/40080/tr3.pdf,DigiKey Link,http://digikey.com/product-detail/en/vishay-sprague/TR3B225K035C1500/718-1763-1-ND/2260003,"","","","","","","","",CAP TANT 2.2UF 10% 35V 1411,"1411 (3528 Metric)","1.5Ohm","",General Purpose,footprints/Capacitor - Tantalum/PCB - CAPACITOR - TANTALUM - CAP POL 1411_3528.PCBLIB,"","",CAP POL 1411_3528,"","","0.083 (2.11mm)","2020-09-02 01:15:45.930000","",Active,"",Vishay Sprague,TR3B225K035C1500,B,"1",Surface Mount,-55°C ~ 125°C,"1411 (3528 Metric)",TapeAndReel,"59",Active,"0.43","","TANTAMOUNT®, TR3","0.138 L x 0.110 W (3.50mm x 2.80mm)",DigiKey,"718-1763-1-ND","","","","","","","","","","",,capacitors\Capacitor_p,±10%,Molded,"2.2uF","35V"
