"Capacitance @ Vr, F","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Average Rectified (Io)","Current - Reverse Leakage @ Vr","Description","Device Package","Diode Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature - Junction","Package / Case","Packaging","PartId","Part Status","Price","Reverse Recovery Time (trr)","Series","Speed","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Type","Value","Voltage - DC Reverse (Vr) (Max)","Voltage - Forward (Vf) (Max) @ If"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/FR2A-L-FR2M-L(DO-214AA).pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/FR2J-LTP/FR2J-LTPMSCT-ND/8554524,"","","","","","","","","2A","5µA @ 600V","2A,600V,FAST RECOVERY RECTIFIERS","",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.130000",Active,Micro Commercial Co,FR2J-LTP,"1",Surface Mount,-50°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"31",Active,"0.09","250ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,FR2J-LTPMSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.3V @ 2A"
"27pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/US2Q(DO-214AA)-V1.pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/US2Q-TP/US2Q-TPMSCT-ND/10054437,"","","","","","","","","2A","5µA @ 1200V","2AULTRAFASTRECOVERYRECTIFIERSDO-","",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.127000",Active,Micro Commercial Co,US2Q-TP,"1",Surface Mount,-50°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"32",Active,"0.09","100ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,US2Q-TPMSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1200V","1.7V @ 2A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.mccsemi.com/pdf/Products/FR2A-L-FR2M-L(DO-214AA).pdf,DigiKey Link,http://digikey.com/product-detail/en/micro-commercial-co/FR2M-LTP/FR2M-LTPMSCT-ND/8554525,"","","","","","","","","2A","5µA @ 1000V","2A,1000V,FAST RECOVERY RECTIFIER","",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.127000",Active,Micro Commercial Co,FR2M-LTP,"1",Surface Mount,-50°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"33",Active,"0.09","500ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,FR2M-LTPMSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.3V @ 2A"
"25pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/ES2A%20SERIES_K1701.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/ES2C-R5G/ES2CR5GCT-ND/7357501,"","","","","","","","","2A","10µA @ 150V",DIODE GEN PURP 150V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.117000",Active,Taiwan Semiconductor Corporation,ES2C R5G,"",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"34",Active,"0.17","35ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES2CR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","150V","950mV @ 2A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MURS120T3G/MURS120T3GOSCT-ND/964577,"","","","","","","","","2A","2µA @ 200V",DIODE GEN PURP 200V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.100000",Active,ON Semiconductor,MURS120T3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"35",Active,"0.09","35ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS120T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","875mV @ 1A"
"",=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/CGRB301-G%20Thru.%20CGRB307-G%20RevC.PDF,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/CGRB304-G/641-1169-1-ND/1559130,"","","","","","","","","3A","5µA @ 400V",DIODE GEN PURP 400V 3A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.097000",Active,Comchip Technology,CGRB304-G,"1",Surface Mount,"150°C (Max)","DO-214AA, SMB",CutTape,"36",Active,"0.41","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,"641-1169-1-ND","","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.1V @ 3A"
"25pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/ESH2B%20SERIES_I1706.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/ESH2D-R5G/ESH2DR5GCT-ND/7357576,"","","","","","","","","2A","2µA @ 200V",DIODE GEN PURP 200V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.093000",Active,Taiwan Semiconductor Corporation,ESH2D R5G,"1",Surface Mount,-55°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"37",Active,"0.17","20ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ESH2DR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","900mV @ 2A"
"40pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/S5GB%20SERIES_C1701.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/S5GB-R5G/S5GBR5GCT-ND/7358536,"","","","","","","","","5A","10µA @ 400V",DIODE GEN PURP 400V 5A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.087000",Active,Taiwan Semiconductor Corporation,S5GB R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"38",Active,"0.16","",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,S5GBR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.1V @ 5A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,http://www.smc-diodes.com/propdf/SD560B%20N1412%20REV.D.pdf,DigiKey Link,http://digikey.com/product-detail/en/smc-diode-solutions/SD560BTR/1655-1530-1-ND/6022975,"","","","","","","","","5A","9µA @ 600V",DIODE GEN PURP 600V 5A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.083000",Active,SMC Diode Solutions,SD560BTR,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"39",Active,"0.08","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,"1655-1530-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.2V @ 5A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MURS160T3G/MURS160T3GOSCT-ND/1139954,"","","","","","","","","2A","5µA @ 600V",DIODE GEN PURP 600V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.073000",Active,ON Semiconductor,MURS160T3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"40",Active,"0.09","75ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS160T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.25V @ 1A"
"18pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/ES2D-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/ES2D/ES2DFSCT-ND/458941,"","","","","","","","","2A","10µA @ 200V",DIODE GEN PURP 200V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.063000",Active,ON Semiconductor,ES2D,"1",Surface Mount,-50°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"41",Active,"0.09","20ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES2DFSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","900mV @ 2A"
"10pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30130.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MURS140-13-F/MURS140-FDICT-ND/815905,"","","","","","","","","1A","5µA @ 400V",DIODE GEN PURP 400V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.053000",Active,Diodes Incorporated,MURS140-13-F,"1",Surface Mount,-55°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"42",Active,"0.10","50ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS140-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.25V @ 1A"
"",=Part Number,Datasheet,http://www.comchiptech.com/admin/files/product/CGRB301-G%20Thru.%20CGRB307-G%20RevC.PDF,DigiKey Link,http://digikey.com/product-detail/en/comchip-technology/CGRB307-G/641-1170-1-ND/1559131,"","","","","","","","","3A","5µA @ 1000V",DIODE GEN PURP 1KV 3A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.023000",Active,Comchip Technology,CGRB307-G,"1",Surface Mount,"150°C (Max)","DO-214AA, SMB",TapeAndReel,"43",Active,"0.11","",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,"641-1170-1-ND","","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.1V @ 3A"
"15pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds15002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS1MB-13-F/RS1MB-FDICT-ND/724987,"","","","","","","","","1A","5µA @ 1000V",DIODE GEN PURP 1KV 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.020000",Active,Diodes Incorporated,RS1MB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"44",Active,"0.12","500ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS1MB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.3V @ 1A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/RS3A_B~RS3M_B.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS3BB-13-F/RS3BB-FDICT-ND/815924,"","","","","","","","","3A","5µA @ 100V",DIODE GEN PURP 100V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.007000",Active,Diodes Incorporated,RS3BB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"45",Active,"0.33","150ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS3BB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","1.3V @ 3A"
"",=Part Number,Datasheet,http://www.st.com/content/ccc/resource/technical/document/datasheet/b6/8c/25/4d/49/8e/40/2d/CD00284803.pdf/files/CD00284803.pdf/jcr:content/translations/en.CD00284803.pdf,DigiKey Link,http://digikey.com/product-detail/en/stmicroelectronics/STTH2R02UY/497-10971-1-ND/2522591,"","","","","","","","","2A","3µA @ 200V",DIODE GEN PURP 200V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:53.007000",Active,STMicroelectronics,STTH2R02UY,"",Surface Mount,"175°C (Max)","DO-214AA, SMB",TapeAndReel,"46",Active,"0.39","30ns",Q Automotive,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,"497-10971-1-ND","","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","1V @ 2A"
"50pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.taiwansemi.com/products/datasheet/RS2A%20SERIES_J1701.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiwan-semiconductor-corporation/RS2M-R5G/RS2MR5GCT-ND/7358173,"","","","","","","","","2A","5µA @ 1000V",DIODE GEN PURP 1KV 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.990000",Active,Taiwan Semiconductor Corporation,RS2M R5G,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"47",Active,"0.12","500ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS2MR5GCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.3V @ 2A"
"10pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30130.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MURS160-13-F/MURS160-FDICT-ND/815906,"","","","","","","","","1A","5µA @ 600V",DIODE GEN PURP 600V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.983000",Active,Diodes Incorporated,MURS160-13-F,"1",Surface Mount,-55°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"48",Active,"0.10","50ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS160-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.25V @ 1A"
"",=Part Number,Datasheet,http://www.onsemi.com/pub/Collateral/MURS360BT3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MURS360BT3G/MURS360BT3GOSCT-ND/3462381,"","","","","","","","","3A","3µA @ 600V",DIODE GEN PURP 600V 3A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.980000",Active,ON Semiconductor,MURS360BT3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"49",Active,"0.14","75ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS360BT3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.25V @ 3A"
"10pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S1AB-13-F/S1AB-FDICT-ND/755488,"","","","","","","","","1A","5µA @ 50V",DIODE GEN PURP 50V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.980000",Active,Diodes Incorporated,S1AB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"50",Active,"0.06","3µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S1AB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","50V","1.1V @ 1A"
"10pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S1GB-13-F/S1GB-FDICT-ND/815935,"","","","","","","","","1A","5µA @ 400V",DIODE GEN PURP 400V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.977000",Active,Diodes Incorporated,S1GB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"51",Active,"0.06","3µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S1GB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.1V @ 1A"
"30pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/S2M-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/S2A/S2AFSCT-ND/3042863,"","","","","","","","","2A","1µA @ 50V",DIODE GEN PURP 50V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.973000",Active,ON Semiconductor,S2A,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"52",Active,"0.06","2µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S2AFSCT-ND,"","","","","","","","","","",SMB (DO-214AA),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","50V","1.15V @ 2A"
"10pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds16003.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/S1MB-13-F/S1MB-FDICT-ND/765460,"","","","","","","","","1A","5µA @ 1000V",DIODE GEN PURP 1KV 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.970000",Active,Diodes Incorporated,S1MB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"53",Active,"0.06","3µs",-,"Standard Recovery >500ns, > 200mA (Io)",DigiKey,S1MB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","1000V","1.1V @ 1A"
"18pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/ES2D-D.pdf,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/ES2B/ES2BFSCT-ND/3042549,"","","","","","","","","2A","10µA @ 100V",DIODE GEN PURP 100V 2A DO214AA,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.960000",Active,ON Semiconductor,ES2B,"1",Surface Mount,-55°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"54",Active,"0.09","20ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,ES2BFSCT-ND,"","","","","","","","","","",DO-214AA (SMB),symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","900mV @ 2A"
"15pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds15002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS1GB-13-F/RS1GB-FDICT-ND/765458,"","","","","","","","","1A","5µA @ 400V",DIODE GEN PURP 400V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.960000",Active,Diodes Incorporated,RS1GB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"55",Active,"0.10","150ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS1GB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.3V @ 1A"
"15pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds15002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS1JB-13-F/RS1JB-FDICT-ND/815910,"","","","","","","","","1A","5µA @ 600V",DIODE GEN PURP 600V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.957000",Active,Diodes Incorporated,RS1JB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"56",Active,"0.10","250ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS1JB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.3V @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MURS120T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MURS140T3G/MURS140T3GOSCT-ND/1139953,"","","","","","","","","2A","5µA @ 400V",DIODE GEN PURP 400V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.953000",Active,ON Semiconductor,MURS140T3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"57",Active,"0.10","75ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS140T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","400V","1.25V @ 1A"
"27pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30179.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MURS120-13-F/MURS120-FDICT-ND/815904,"","","","","","","","","1A","2µA @ 200V",DIODE GEN PURP 200V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.947000",Active,Diodes Incorporated,MURS120-13-F,"1",Surface Mount,-55°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"58",Active,"0.10","25ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS120-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","875mV @ 1A"
"15pF @ 4V, 1MHz",=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds15002.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/RS1BB-13-F/RS1BB-FDICT-ND/815908,"","","","","","","","","1A","5µA @ 100V",DIODE GEN PURP 100V 1A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.947000",Active,Diodes Incorporated,RS1BB-13-F,"1",Surface Mount,-65°C ~ 150°C,"DO-214AA, SMB",TapeAndReel,"59",Active,"0.10","150ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,RS1BB-FDICT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","100V","1.3V @ 1A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MURS220T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MURS220T3G/MURS220T3GOSCT-ND/964578,"","","","","","","","","2A","2µA @ 200V",DIODE GEN PURP 200V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.943000",Active,ON Semiconductor,MURS220T3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"60",Active,"0.10","35ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS220T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","200V","950mV @ 2A"
"",=Part Number,Datasheet,https://www.onsemi.com/pub/Collateral/MURS260T3-D.PDF,DigiKey Link,http://digikey.com/product-detail/en/on-semiconductor/MURS260T3G/MURS260T3GOSCT-ND/1139955,"","","","","","","","","2A","5µA @ 600V",DIODE GEN PURP 600V 2A SMB,"",Standard,footprints/Diodes/PCB - DIODES - DO214AA SMB.PCBLIB,"","",DO214AA SMB,"","","2020-09-02 01:18:52.940000",Active,ON Semiconductor,MURS260T3G,"1",Surface Mount,-65°C ~ 175°C,"DO-214AA, SMB",TapeAndReel,"61",Active,"0.10","75ns",-,"Fast Recovery =< 500ns, > 200mA (Io)",DigiKey,MURS260T3GOSCT-ND,"","","","","","","","","","",SMB,symbols/Diodes/SCH - DIODES - DIODE.SCHLIB,DIODE,"","","600V","1.45V @ 2A"
