"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Reverse Leakage @ Vr","Description","Device Package","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Impedance (Max) (Zzt)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power - Max","Price","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value","Voltage - Forward (Vf) (Max) @ If","Voltage - Zener (Nom) (Vz)"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30267.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MMBZ5227BT-7-F/MMBZ5227BT-7-FDICT-ND/5218414,"","","","","","","","","15µA @ 1V",DIODE ZENER 3.6V 150MW SOT523,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-523.PCBLIB,"","",DIODES SOT-523,"","","24 Ohms","2020-09-02 01:21:30.603000",Active,Diodes Incorporated,MMBZ5227BT-7-F,"1",Surface Mount,-65°C ~ 150°C,SOT-523,TapeAndReel,"786",Active,"150mW","0.09",-,DigiKey,MMBZ5227BT-7-FDICT-ND,"","","","","","","","","","",SOT-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","3.6V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30267.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MMBZ5235BT-7-F/MMBZ5235BT-7-FDICT-ND/5218416,"","","","","","","","","3µA @ 5V",DIODE ZENER 6.8V 150MW SOT523,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-523.PCBLIB,"","",DIODES SOT-523,"","","5 Ohms","2020-09-02 01:21:30.593000",Active,Diodes Incorporated,MMBZ5235BT-7-F,"1",Surface Mount,-65°C ~ 150°C,SOT-523,TapeAndReel,"787",Active,"150mW","0.09",-,DigiKey,MMBZ5235BT-7-FDICT-ND,"","","","","","","","","","",SOT-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","6.8V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30267.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MMBZ5241BT-7-F/MMBZ5241BT-7-FDICT-ND/5218417,"","","","","","","","","2µA @ 8.4V",DIODE ZENER 11V 150MW SOT523,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-523.PCBLIB,"","",DIODES SOT-523,"","","22 Ohms","2020-09-02 01:21:30.577000",Active,Diodes Incorporated,MMBZ5241BT-7-F,"1",Surface Mount,-65°C ~ 150°C,SOT-523,TapeAndReel,"788",Active,"150mW","0.09",-,DigiKey,MMBZ5241BT-7-FDICT-ND,"","","","","","","","","","",SOT-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","11V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30267.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MMBZ5248BT-7-F/MMBZ5248BT-7-FDICT-ND/5218419,"","","","","","","","","100nA @ 14V",DIODE ZENER 18V 150MW SOT523,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-523.PCBLIB,"","",DIODES SOT-523,"","","21 Ohms","2020-09-02 01:21:30.563000",Active,Diodes Incorporated,MMBZ5248BT-7-F,"1",Surface Mount,-65°C ~ 150°C,SOT-523,CutTape,"789",Active,"150mW","0.39",-,DigiKey,MMBZ5248BT-7-FDICT-ND,"","","","","","","","","","",SOT-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","18V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30267.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/MMBZ5226BT-7-F/MMBZ5226BTDICT-ND/2095678,"","","","","","","","","25µA @ 1V",DIODE ZENER 3.3V 150MW SOT523,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-523.PCBLIB,"","",DIODES SOT-523,"","","28 Ohms","2020-09-02 01:21:30.543000",Active,Diodes Incorporated,MMBZ5226BT-7-F,"1",Surface Mount,-65°C ~ 150°C,SOT-523,TapeAndReel,"790",Active,"150mW","0.07",-,DigiKey,MMBZ5226BTDICT-ND,"","","","","","","","","","",SOT-523,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","3.3V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BZX84C2V7W-7-F/BZX84C2V7W-FDICT-ND/815431,"","","","","","","","","20µA @ 1V",DIODE ZENER 2.7V 200MW SOT323,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","100 Ohms","2020-09-02 01:21:29.933000",Active,Diodes Incorporated,BZX84C2V7W-7-F,"1",Surface Mount,-65°C ~ 125°C,"SC-70, SOT-323",TapeAndReel,"791",Active,"200mW","0.06",-,DigiKey,BZX84C2V7W-FDICT-ND,"","","","","","","","","","",SOT-323,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±7%,"","","900mV @ 10mA","2.7V"
=Part Number,Datasheet,https://www.diodes.com/assets/Datasheets/ds30066.pdf,DigiKey Link,http://digikey.com/product-detail/en/diodes-incorporated/BZX84C5V1W-7-F/BZX84C5V1W-FDICT-ND/806573,"","","","","","","","","2µA @ 2V",DIODE ZENER 5.1V 200MW SOT323,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","60 Ohms","2020-09-02 01:21:29.930000",Active,Diodes Incorporated,BZX84C5V1W-7-F,"1",Surface Mount,-65°C ~ 125°C,"SC-70, SOT-323",TapeAndReel,"792",Active,"200mW","0.05",-,DigiKey,BZX84C5V1W-FDICT-ND,"","","","","","","","","","",SOT-323,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±6%,"","","900mV @ 10mA","5.1V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B10F/1727-8249-1-ND/9381552,"","","","","","","","","200nA @ 7V",BZX84W-B10/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","20 Ohms","2020-09-02 01:21:29.927000",Active,Nexperia USA Inc.,BZX84W-B10F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"793",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8249-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","10V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B13F/1727-8252-1-ND/9381555,"","","","","","","","","100nA @ 8V",BZX84W-B13/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","30 Ohms","2020-09-02 01:21:29.923000",Active,Nexperia USA Inc.,BZX84W-B13F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"794",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8252-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","13V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B15F/1727-8253-1-ND/9381556,"","","","","","","","","50nA @ 10.5V",BZX84W-B15/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","30 Ohms","2020-09-02 01:21:29.920000",Active,Nexperia USA Inc.,BZX84W-B15F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"795",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8253-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","15V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B24F/1727-8258-1-ND/9381561,"","","","","","","","","50nA @ 16.8V",BZX84W-B24/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","70 Ohms","2020-09-02 01:21:29.920000",Active,Nexperia USA Inc.,BZX84W-B24F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"796",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8258-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","24V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B2V7F/1727-8261-1-ND/9381564,"","","","","","","","","20µA @ 1V",BZX84W-B2V7/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","100 Ohms","2020-09-02 01:21:29.917000",Active,Nexperia USA Inc.,BZX84W-B2V7F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"797",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8261-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","2.7V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B30F/1727-8262-1-ND/9381565,"","","","","","","","","50nA @ 21V",BZX84W-B30/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","80 Ohms","2020-09-02 01:21:29.913000",Active,Nexperia USA Inc.,BZX84W-B30F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"798",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8262-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","30V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B33F/1727-8263-1-ND/9381566,"","","","","","","","","50nA @ 23.1V",BZX84W-B33/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","80 Ohms","2020-09-02 01:21:29.910000",Active,Nexperia USA Inc.,BZX84W-B33F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"799",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8263-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","33V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B39F/1727-8265-1-ND/9381568,"","","","","","","","","50nA @ 27.3V",BZX84W-B39/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","130 Ohms","2020-09-02 01:21:29.907000",Active,Nexperia USA Inc.,BZX84W-B39F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"800",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8265-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","39V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B3V3F/1727-8267-1-ND/9381570,"","","","","","","","","5µA @ 1V",BZX84W-B3V3/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","95 Ohms","2020-09-02 01:21:29.900000",Active,Nexperia USA Inc.,BZX84W-B3V3F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"801",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8267-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","3.3V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B3V6F/1727-8268-1-ND/9381571,"","","","","","","","","5µA @ 1V",BZX84W-B3V6/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","90 Ohms","2020-09-02 01:21:29.897000",Active,Nexperia USA Inc.,BZX84W-B3V6F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"802",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8268-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","3.6V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B3V9F/1727-8269-1-ND/9381572,"","","","","","","","","3µA @ 1V",BZX84W-B3V9/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","90 Ohms","2020-09-02 01:21:29.893000",Active,Nexperia USA Inc.,BZX84W-B3V9F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"803",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8269-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","3.9V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B43F/1727-8270-1-ND/9381573,"","","","","","","","","50nA @ 30.1V",BZX84W-B43/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","150 Ohms","2020-09-02 01:21:29.893000",Active,Nexperia USA Inc.,BZX84W-B43F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"804",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8270-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","43V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B4V3F/1727-8272-1-ND/9381575,"","","","","","","","","3µA @ 1V",BZX84W-B4V3/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","90 Ohms","2020-09-02 01:21:29.890000",Active,Nexperia USA Inc.,BZX84W-B4V3F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"805",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8272-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","4.3V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B51F/1727-8274-1-ND/9381577,"","","","","","","","","50nA @ 35.7V",BZX84W-B51/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","180 Ohms","2020-09-02 01:21:29.887000",Active,Nexperia USA Inc.,BZX84W-B51F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"806",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8274-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","51V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B56F/1727-8275-1-ND/9381578,"","","","","","","","","50nA @ 39.2V",BZX84W-B56/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","200 Ohms","2020-09-02 01:21:29.883000",Active,Nexperia USA Inc.,BZX84W-B56F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"807",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8275-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","56V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B68F/1727-8279-1-ND/9381582,"","","","","","","","","50nA @ 47.6V",BZX84W-B68/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","240 Ohms","2020-09-02 01:21:29.880000",Active,Nexperia USA Inc.,BZX84W-B68F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"808",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8279-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","68V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B6V2F/1727-8280-1-ND/9381583,"","","","","","","","","3µA @ 4V",BZX84W-B6V2/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","10 Ohms","2020-09-02 01:21:29.877000",Active,Nexperia USA Inc.,BZX84W-B6V2F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"809",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8280-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","6.2V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B8V2F/1727-8284-1-ND/9381587,"","","","","","","","","700nA @ 5V",BZX84W-B8V2/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","15 Ohms","2020-09-02 01:21:29.873000",Active,Nexperia USA Inc.,BZX84W-B8V2F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"810",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8284-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","8.2V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-B9V1F/1727-8285-1-ND/9381588,"","","","","","","","","500nA @ 6V",BZX84W-B9V1/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","15 Ohms","2020-09-02 01:21:29.870000",Active,Nexperia USA Inc.,BZX84W-B9V1F,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"811",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8285-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±2%,"","","900mV @ 10mA","9.1V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-C10X/1727-8286-1-ND/9381589,"","","","","","","","","200nA @ 7V",BZX84W-C10/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","20 Ohms","2020-09-02 01:21:29.867000",Active,Nexperia USA Inc.,BZX84W-C10X,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"812",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8286-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","10V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-C16X/1727-8291-1-ND/9381594,"","","","","","","","","50nA @ 11.2V",BZX84W-C16/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","40 Ohms","2020-09-02 01:21:29.863000",Active,Nexperia USA Inc.,BZX84W-C16X,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"813",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8291-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","16V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-C22X/1727-8294-1-ND/9381597,"","","","","","","","","50nA @ 15.4V",BZX84W-C22/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","55 Ohms","2020-09-02 01:21:29.860000",Active,Nexperia USA Inc.,BZX84W-C22X,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"814",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8294-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","22V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-C30X/1727-8299-1-ND/9381602,"","","","","","","","","50nA @ 21V",BZX84W-C30/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","80 Ohms","2020-09-02 01:21:29.857000",Active,Nexperia USA Inc.,BZX84W-C30X,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"815",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8299-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","30V"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/BZX84W_SER.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/BZX84W-C4V3X/1727-8309-1-ND/9381612,"","","","","","","","","3µA @ 1V",BZX84W-C4V3/SOT323/SC-70,"",footprints/Leaded - SOT/PCB - LEADED - SOT - DIODES SOT-323-3.PCBLIB,"","",DIODES SOT-323-3,"","","90 Ohms","2020-09-02 01:21:29.853000",Active,Nexperia USA Inc.,BZX84W-C4V3X,"1",Surface Mount,"150°C (TJ)","SC-70, SOT-323",TapeAndReel,"816",Active,"275mW","0.03","Automotive, AEC-Q101",DigiKey,"1727-8309-1-ND","","","","","","","","","","",SC-70,symbols/Diodes/SCH - DIODES - DIODE ZENER.SCHLIB,DIODE ZENER,±5%,"","","900mV @ 10mA","4.3V"
