"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
"Automotive, SMPS Filtering, Boardflex Sensitive","10000pF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/69a6c2c9-aa2d-47b1-a464-2cf1518cf4c1/AEC-Q200,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220Y2K00103KST/1608-1613-1-ND/10268725,"","","","","","","","",CASE SIZE 2220 - FLEXICAP - 2K0V,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.547000","","",Active,Knowles Syfer,"2220Y2K00103KST","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.02",AEC-Q200,FlexiCap™,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1613-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.157 (4.00mm)",±10%,"","10000pF","2000V (2kV)"
Automotive,"5600pF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/69a6c2c9-aa2d-47b1-a464-2cf1518cf4c1/AEC-Q200,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220J1K50562JKT/1608-1612-1-ND/10268724,"","","","","","","","",CAP CER 5600PF 1.5KV C0GNP0 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.527000","","",Active,Knowles Syfer,"2220J1K50562JKT","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.98",AEC-Q200,-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1612-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.157 (4.00mm)",±5%,"","5600pF","1500V (1.5kV)"
General Purpose,"0.033uF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/2220J6300333JGT.pdf,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220J6300333JGT/1608-1354-1-ND/7616434,"","","","","","","","",CAP CER .033UF 630V C0G/NP0 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.507000","","",Active,Knowles Syfer,"2220J6300333JGT","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.39","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1354-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0 (1B)","0.157 (4.00mm)",±5%,"","0.033uF","630V"
Boardflex Sensitive,"4700pF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220Y1K00472MXT/1608-1474-1-ND/8021120,"","","","","","","","",CAP CER 4700PF 1KV X7R 2220,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.497000","","",Active,Knowles Syfer,"2220Y1K00472MXT","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.39","",FlexiCap™,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1474-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R (2R1),"0.165 (4.20mm)",±20%,"","4700pF","1000V (1kV)"
Safety,"2200pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Dielectrics/AC_Safety_Capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-dielectrics-inc/502S47W222KV3E-****-SC/709-1099-1-ND/1643865,"","","","","","","","",CAP CER 2200PF 250VAC X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.490000","","",Active,Johanson Dielectrics Inc.,"502S47W222KV3E-****-SC","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.48","X1, Y2",SC,"0.225 L x 0.200 W (5.72mm x 5.08mm)",DigiKey,"709-1099-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.150 (3.81mm)",±10%,"","2200pF","250V"
Safety,"4700pF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/fe7386b2-d58d-4a83-96e0-cf03dfba634f/Safety-Cap.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220JA250472KXTB16/1608-1164-1-ND/5730363,"","","","","","","","",CAP CER 4700PF 250VAC X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.477000","","",Active,Knowles Syfer,"2220JA250472KXTB16","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.62","X1, Y2",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1164-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.165 (4.20mm)",±10%,"","4700pF","250V"
Safety,"4700pF",=Value,Datasheet,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Dielectrics/AC_Safety_Capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-dielectrics-inc/502S47W472KV3E-****-SC/709-1100-1-ND/1643866,"","","","","","","","",CAP CER 4700PF 250VAC X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.457000","","",Active,Johanson Dielectrics Inc.,"502S47W472KV3E-****-SC","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.78","X1, Y2",SC,"0.225 L x 0.200 W (5.72mm x 5.08mm)",DigiKey,"709-1100-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.150 (3.81mm)",±10%,"","4700pF","250V"
Boardflex Sensitive,"0.1uF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220Y1K00104KXT/1608-1168-1-ND/5730367,"","","","","","","","",CAP CER 0.1UF 1KV X7R 2220,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.430000","","",Active,Knowles Syfer,"2220Y1K00104KXT","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.95","",FlexiCap™,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1168-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.165 (4.20mm)",±10%,"","0.1uF","1000V (1kV)"
"Automotive, Boardflex Sensitive","0.1uF",=Value,Datasheet,https://www.knowlescapacitors.com/getattachment/553bc968-7ba5-4a3c-8fe7-7202594d8b34/C0G-NP0.aspx,DigiKey Link,http://digikey.com/product-detail/en/knowles-syfer/2220Y1K00104KST/1608-1167-1-ND/5730366,"","","","","","","","",CAP CER 0.1UF 1KV X7R 2220,"2220 (5750 Metric)","",Soft Termination,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:25.410000","","",Active,Knowles Syfer,"2220Y1K00104KST","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.19",AEC-Q200,FlexiCap™,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"1608-1167-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.165 (4.20mm)",±10%,"","0.1uF","1000V (1kV)"
General Purpose,"1uF",=Value,Datasheet,http://datasheets.avx.com/X7RDielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/22205C105KAT1A/478-3019-1-ND/808218,"","","","","","","","",CAP CER 1UF 50V X7R 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.637000","","",Active,AVX Corporation,"22205C105KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.59","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-3019-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","1uF","50V"
General Purpose,"5600pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220HC562KAT1A/478-5966-1-ND/2183512,"","","","","","","","",CAP CER 5600PF 3KV X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.633000","","",Active,AVX Corporation,"2220HC562KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.65","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5966-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","5600pF","3000V (3kV)"
"SMPS Filtering, Boardflex Sensitive","6800pF",=Value,Datasheet,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220HC682KAZ1A/478-5928-1-ND/2183474,"","","","","","","","",CAP CER 6800PF 3KV X7R 2220,"2220 (5750 Metric)","","Soft Termination, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.630000","","",Active,AVX Corporation,"2220HC682KAZ1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.86","",FLEXITERM®,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5928-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","6800pF","3000V (3kV)"
General Purpose,"0.27uF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220CC274KAT1A/478-5933-1-ND/2183479,"","","","","","","","",CAP CER 0.27UF 630V X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.617000","","",Active,AVX Corporation,"2220CC274KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.81","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5933-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","0.27uF","630V"
General Purpose,"6800pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220HC682KAT1A/478-5929-1-ND/2183475,"","","","","","","","",CAP CER 6800PF 3KV X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.613000","","",Active,AVX Corporation,"2220HC682KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.76","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5929-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","6800pF","3000V (3kV)"
General Purpose,"0.1uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750CH2W104J280KA/445-15507-1-ND/4278680,"","","","","","","","",CAP CER 0.1UF 450V CH 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.610000","","",Active,TDK Corporation,C5750CH2W104J280KA,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.14","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-15507-1-ND","","","","","","","","","","",,capacitors\capacitor,CH,"0.122 (3.10mm)",±5%,"","0.1uF","450V"
Automotive,"6.8uF",=Value,Datasheet,http://www.chemi-con.co.jp/e/catalog/pdf/ce-e/ce-sepa-e/ce-kvf-e-2019.pdf,DigiKey Link,http://digikey.com/product-detail/en/united-chemi-con/KVF500L685M55NHT00/565-4767-1-ND/6210814,"","","","","","","","",CAP CER 6.8UF 50V X8L 2220,"2220 (5750 Metric)","",High Temperature,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.607000","","",Active,United Chemi-Con,KVF500L685M55NHT00,"1","Surface Mount, MLCC",-55°C ~ 150°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.79",AEC-Q200,KVF,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"565-4767-1-ND","","","","","","","","","","",,capacitors\capacitor,X8L,"0.126 (3.20mm)",±20%,"","6.8uF","50V"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220AC104KAT1A/478-5970-1-ND/2183516,"","","","","","","","",CAP CER 0.1UF 1KV X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.587000","","",Active,AVX Corporation,"2220AC104KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"0.86","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5970-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","0.1uF","1000V (1kV)"
"SMPS Filtering, Boardflex Sensitive","0.22uF",=Value,Datasheet,http://datasheets.avx.com/HV-FlexitermMLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220CC224KAZ1A/478-5412-1-ND/1984693,"","","","","","","","",CAP CER 0.22UF 630V X7R 2220,"2220 (5750 Metric)","","Soft Termination, High Voltage",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.570000","","",Active,AVX Corporation,"2220CC224KAZ1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.04","",FLEXITERM®,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5412-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","0.22uF","630V"
General Purpose,"22uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750X7S2A226M280KB/445-C5750X7S2A226M280KBCT-ND/10415008,"","","","","","","","","COMMERCIAL GRADE MID-VOLTAGE,222","2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.550000","","",Active,TDK Corporation,C5750X7S2A226M280KB,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"2.93","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-C5750X7S2A226M280KBCT-ND","","","","","","","","","","",,capacitors\capacitor,X7S,"0.122 (3.10mm)",±20%,"","22uF","100V"
Automotive,"0.1uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9Q4C0G2W104J280KA/445-15606-1-ND/4278779,"","","","","","","","",CAP CER 0.1UF 450V C0G 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.547000","","",Active,TDK Corporation,CGA9Q4C0G2W104J280KA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.25",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-15606-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.122 (3.10mm)",±5%,"","0.1uF","450V"
General Purpose,"10000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220GC103MAT1A/478-4739-1-ND/1795340,"","","","","","","","",CAP CER 10000PF 2KV X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.540000","","",Active,AVX Corporation,"2220GC103MAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.06","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-4739-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±20%,"","10000pF","2000V (2kV)"
Automotive,"0.1uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_hightemp_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9Q4NP02W104J280KA/445-172625-1-ND/4990166,"","","","","","","","",CAP CER 0.1UF 450V NP0 2220,"2220 (5750 Metric)","",High Temperature,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.530000","","",Active,TDK Corporation,CGA9Q4NP02W104J280KA,"1","Surface Mount, MLCC",-55°C ~ 150°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.28",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-172625-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.122 (3.10mm)",±5%,"","0.1uF","450V"
"Automotive, SMPS Filtering","0.033uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_highvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9Q1C0G3A333J280KC/445-174799-1-ND/6556559,"","","","","","","","",CAP CER 0.033UF 1KV NP0 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.527000","","",Active,TDK Corporation,CGA9Q1C0G3A333J280KC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.74",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-174799-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.122 (3.10mm)",±5%,"","0.033uF","1000V (1kV)"
General Purpose,"0.1uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_midvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750CH2J104J280KC/445-11979-1-ND/3953645,"","","","","","","","",CAP CER 0.1UF 630V CH 2220,"2220 (5750 Metric)","","",,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.507000","","",Active,TDK Corporation,C5750CH2J104J280KC,"1","Surface Mount, MLCC",-25°C ~ 85°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.23","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-11979-1-ND","","","","","","","","","","",,capacitors\capacitor,CH,"0.122 (3.10mm)",±5%,"","0.1uF","630V"
General Purpose,"0.033uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750C0G3A333J280KC/445-174786-1-ND/6556546,"","","","","","","","",CAP CER 0.033UF 1KV NP0 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.503000","","",Active,TDK Corporation,C5750C0G3A333J280KC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.67","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-174786-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.122 (3.10mm)",±5%,"","0.033uF","1000V (1kV)"
General Purpose,"10000pF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750C0G3A103J280KC/445-174783-1-ND/6556543,"","","","","","","","",CAP CER 10000PF 1KV NP0 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.500000","","",Active,TDK Corporation,C5750C0G3A103J280KC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.34","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-174783-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.122 (3.10mm)",±5%,"","10000pF","1000V (1kV)"
General Purpose,"0.022uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_highvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C5750C0G3A223J280KC/445-174785-1-ND/6556545,"","","","","","","","",CAP CER 0.022UF 1KV NP0 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.477000","","",Active,TDK Corporation,C5750C0G3A223J280KC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.52","",C,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-174785-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.122 (3.10mm)",±5%,"","0.022uF","1000V (1kV)"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220CC104KAT1A/478-12011-1-ND/8573647,"","","","","","","","",CAP CER 0.1UF 630V X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.460000","","",Active,AVX Corporation,"2220CC104KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.37","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-12011-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","0.1uF","630V"
General Purpose,"1000pF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220GC102KAT1A/478-12894-1-ND/9949419,"","","","","","","","",CAP CER 1000PF 2KV X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.440000","","",Active,AVX Corporation,"2220GC102KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.37","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-12894-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","1000pF","2000V (2kV)"
General Purpose,"0.012uF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220HC123KAT1A/478-5931-1-ND/2183477,"","","","","","","","",CAP CER 0.012UF 3KV X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.437000","","",Active,AVX Corporation,"2220HC123KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.38","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5931-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","0.012uF","3000V (3kV)"
"Automotive, SMPS Filtering","0.015uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_highvoltage_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA9Q1C0G3A153J280KC/445-174797-1-ND/6556557,"","","","","","","","",CAP CER 0.015UF 1KV NP0 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.417000","","",Active,TDK Corporation,CGA9Q1C0G3A153J280KC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.52",AEC-Q200,CGA,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"445-174797-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.122 (3.10mm)",±5%,"","0.015uF","1000V (1kV)"
General Purpose,"0.018uF",=Value,Datasheet,http://datasheets.avx.com/AVX-HV_MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/2220WC183KAT1A/478-5925-1-ND/2183471,"","","","","","","","",CAP CER 0.018UF 2.5KV X7R 2220,"2220 (5750 Metric)","",High Voltage,,,,"C2220N,C2220L,C2220M",,,"","2020-09-02 01:11:24.410000","","",Active,AVX Corporation,"2220WC183KAT1A","1","Surface Mount, MLCC",-55°C ~ 125°C,"2220 (5750 Metric)",TapeAndReel,Active,"1.55","",-,"0.224 L x 0.197 W (5.70mm x 5.00mm)",DigiKey,"478-5925-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.130 (3.30mm)",±10%,"","0.018uF","2500V (2.5kV)"
