Part Type,Applications,Type,Part Number,Schematic Part,Part Value,Capacitance @ Frequency,Current - Peak Pulse (10/1000us),Power Line Protection,Power - Peak Pulse,Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Voltage - Reverse Standoff (Typ),Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE TVS,General Purpose,Zener,SMCJ58CA-HF,diodes\Diode_TVS,,,16A,No,1500W (1.5kW),64.4V,93.6V,58V,,"DO-214AB, SMC",,,,http://www.comchiptech.com/admin/files/product/20190409165119.PDF,DIODE TVS 58V 1500W SMC BI-DIR,Surface Mount,,2,-55°C ~ 150°C (TJ),,Comchip Technology,,,
DIODE TVS,Automotive,Zener,SM15T39CAY,diodes\Diode_TVS,,,143A (8/20µs),No,1500W (1.5kW),37.1V,69.7V,33.3V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/83/5f/b6/7b/63/85/41/b5/CD00283429.pdf/files/CD00283429.pdf/jcr:content/translations/en.CD00283429.pdf,TVS DIODE 33.3V 69.7V SMC,Surface Mount,,2,-40°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SM15T68CA,diodes\Diode_TVS,,,83A (8/20µs),No,1500W (1.5kW),64.6V,121V,58.1V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/a5/63/bb/0d/f0/b8/44/65/CD00000724.pdf/files/CD00000724.pdf/jcr:content/translations/en.CD00000724.pdf,TVS DIODE 58.1V 121V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,1.5SMC250CA,diodes\Diode_TVS,,,4.4A,No,1500W (1.5kW),237V,344V,214V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 214V 344V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ180CA,diodes\Diode_TVS,,,5.1A,No,1500W (1.5kW),201V,292V,180V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 180V 292V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ400CA,diodes\Diode_TVS,,,2.3A,No,1500W (1.5kW),447V,648V,400V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 400V 648V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SM15T39CA,diodes\Diode_TVS,,,143A (8/20µs),No,1500W (1.5kW),37.1V,69.7V,33.3V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/a5/63/bb/0d/f0/b8/44/65/CD00000724.pdf/files/CD00000724.pdf/jcr:content/translations/en.CD00000724.pdf,TVS DIODE 33.3V 69.7V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SM15T33CA,diodes\Diode_TVS,,,169A (8/20µs),No,1500W (1.5kW),31.4V,59V,28.2V,,"DO-214AB, SMC",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/a5/63/bb/0d/f0/b8/44/65/CD00000724.pdf/files/CD00000724.pdf/jcr:content/translations/en.CD00000724.pdf,TVS DIODE 28.2V 59V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,STMicroelectronics,,,
DIODE TVS,General Purpose,Zener,SMCJ36CA-E3/57T,diodes\Diode_TVS,,,25.8A,No,1500W (1.5kW),40V,58.1V,36V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 36V 58.1V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ24CA-E3/57T,diodes\Diode_TVS,,,38.6A,No,1500W (1.5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 24V 38.9V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ28CA-E3/57T,diodes\Diode_TVS,,,33A,No,1500W (1.5kW),31.1V,45.4V,28V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 28V 45.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ12CA-E3/57T,diodes\Diode_TVS,,,75.4A,No,1500W (1.5kW),13.3V,19.9V,12V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 12V 19.9V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ15CA-E3/57T,diodes\Diode_TVS,,,61.5A,No,1500W (1.5kW),16.7V,24.4V,15V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 15V 24.4V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ33CA-E3/57T,diodes\Diode_TVS,,,28.1A,No,1500W (1.5kW),36.7V,53.3V,33V,,"DO-214AB, SMC",,,,http://www.vishay.com/docs/88394/smcj.pdf,TVS DIODE 33V 53.3V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Vishay Semiconductor Diodes Division,,,
DIODE TVS,General Purpose,Zener,SMCJ28CA,diodes\Diode_TVS,,,33A,No,1500W (1.5kW),31.1V,45.4V,28V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 28V 45.4V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ18CA,diodes\Diode_TVS,,,51.4A,No,1500W (1.5kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 18V 29.2V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ5.0CA-13-F,diodes\Diode_TVS,,,163A,No,1500W (1.5kW),6.4V,9.2V,5V,,"DO-214AB, SMC",,,,https://www.diodes.com/assets/Datasheets/ds19003.pdf,TVS DIODE 5V 9.2V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMCJ45CA-13-F,diodes\Diode_TVS,,,20.6A,No,1500W (1.5kW),50V,72.7V,45V,,"DO-214AB, SMC",,,,https://www.diodes.com/assets/Datasheets/ds19003.pdf,TVS DIODE 45V 72.7V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
DIODE TVS,General Purpose,Zener,SMCJ24CA,diodes\Diode_TVS,,,38.6A,No,1500W (1.5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 24V 38.9V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ58CA,diodes\Diode_TVS,,,16A,No,1500W (1.5kW),64.4V,93.6V,58V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 58V 93.6V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ33CA,diodes\Diode_TVS,,,28.1A,No,1500W (1.5kW),36.7V,53.3V,33V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 33V 53.3V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,1.5SMC43CA,diodes\Diode_TVS,,,25.6A,No,1500W (1.5kW),40.9V,59.3V,36.8V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 36.8V 59.3V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC24CA,diodes\Diode_TVS,,,45.8A,No,1500W (1.5kW),22.8V,33.2V,20.5V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 20.5V 33.2V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ130CA,diodes\Diode_TVS,,,7.2A,No,1500W (1.5kW),144V,209V,130V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 130V 209V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ30CA,diodes\Diode_TVS,,,31A,No,1500W (1.5kW),33.3V,48.4V,30V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 30V 48.4V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ15CA,diodes\Diode_TVS,,,61.5A,No,1500W (1.5kW),16.7V,24.4V,15V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 15V 24.4V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ12CA,diodes\Diode_TVS,,,75.3A,No,1500W (1.5kW),13.3V,19.9V,12V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 12V 19.9V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ36CA,diodes\Diode_TVS,,,25.8A,No,1500W (1.5kW),40V,58.1V,36V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 36V 58.1V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ51CA,diodes\Diode_TVS,,,18.2A,No,1500W (1.5kW),56.7V,82.4V,51V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 51V 82.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ28CA,diodes\Diode_TVS,,,33.1A,No,1500W (1.5kW),31.1V,45.4V,28V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 28V 45.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ30CA,diodes\Diode_TVS,,,31A,No,1500W (1.5kW),33.3V,48.4V,30V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 30V 48.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ24CA,diodes\Diode_TVS,,,38.6A,No,1500W (1.5kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 24V 38.9V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ43CA,diodes\Diode_TVS,,,21.7A,No,1500W (1.5kW),47.8V,69.4V,43V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 43V 69.4V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ22CA,diodes\Diode_TVS,,,42.3A,No,1500W (1.5kW),24.4V,35.5V,22V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 22V 35.5V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ5.0CA,diodes\Diode_TVS,,,163A,No,1500W (1.5kW),6.4V,9.2V,5V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 5V 9.2V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ58CA,diodes\Diode_TVS,,,16.1A,No,1500W (1.5kW),64.4V,93.6V,58V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 58V 93.6V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC36CA,diodes\Diode_TVS,,,30.5A,No,1500W (1.5kW),34.2V,49.9V,30.8V,,"DO-214AB, SMC",,,,https://www.bourns.com/data/global/pdfs/1.5SMC.pdf,TVS DIODE 30.8V 49.9V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ48CA,diodes\Diode_TVS,,,64.7A,No,5000W (5kW),53.3V,77.4V,48V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 48V 77.4V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ45CA,diodes\Diode_TVS,,,68.8A,No,5000W (5kW),50V,72.7V,45V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 45V 72.7V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ20CA,diodes\Diode_TVS,,,155A,No,5000W (5kW),22.2V,32.4V,20V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 20V 32.4V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ40CA,diodes\Diode_TVS,,,77.6A,No,5000W (5kW),44.4V,64.5V,40V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 40V 64.5V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ33CA,diodes\Diode_TVS,,,93.9A,No,5000W (5kW),36.7V,53.3V,33V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 33V 53.3V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ36CA,diodes\Diode_TVS,,,86.1A,No,5000W (5kW),40V,58.1V,36V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 36V 58.1V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ14CA,diodes\Diode_TVS,,,216A,No,5000W (5kW),15.6V,23.2V,14V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 14V 23.2V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ16CA,diodes\Diode_TVS,,,193A,No,5000W (5kW),17.8V,26V,16V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 16V 26V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,5.0SMDJ12CA,diodes\Diode_TVS,,,252A,No,5000W (5kW),13.3V,19.9V,12V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_5_0smdj_datasheet.pdf.pdf,TVS DIODE 12V 19.9V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ170CA,diodes\Diode_TVS,,,10.9A,No,3000W (3kW),189V,275V,170V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 170V 275V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ60CA,diodes\Diode_TVS,,,31A,No,3000W (3kW),66.7V,96.8V,60V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 60V 96.8V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ58CA,diodes\Diode_TVS,,,32.1A,No,3000W (3kW),64.4V,93.6V,58V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 58V 93.6V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ48CA,diodes\Diode_TVS,,,38.8A,No,3000W (3kW),53.3V,77.4V,48V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 48V 77.4V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ64CA,diodes\Diode_TVS,,,29.1A,No,3000W (3kW),71.1V,103V,64V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 64V 103V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ43CA,diodes\Diode_TVS,,,43.2A,No,3000W (3kW),47.8V,69.4V,43V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 43V 69.4V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ18CA,diodes\Diode_TVS,,,102.7A,No,3000W (3kW),20V,29.2V,18V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 18V 29.2V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ24CA,diodes\Diode_TVS,,,77.1A,No,3000W (3kW),26.7V,38.9V,24V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 24V 38.9V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMLJ150CA,diodes\Diode_TVS,,,12.4A,No,3000W (3kW),167V,243V,150V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMLJ.pdf,TVS DIODE 150V 243V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ33CA,diodes\Diode_TVS,,,56.3A,No,3000W (3kW),36.7V,53.3V,33V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 33V 53.3V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ22CA,diodes\Diode_TVS,,,84.5A,No,3000W (3kW),24.4V,35.5V,22V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 22V 35.5V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ36CA,diodes\Diode_TVS,,,51.6A,No,3000W (3kW),40V,58.1V,36V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 36V 58.1V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ30CA,diodes\Diode_TVS,,,62A,No,3000W (3kW),33.3V,48.4V,30V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 30V 48.4V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ5.0CA,diodes\Diode_TVS,,,326.1A,No,3000W (3kW),6.4V,9.2V,5V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 5V 9.2V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMDJ12CA,diodes\Diode_TVS,,,150.8A,No,3000W (3kW),13.3V,19.9V,12V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smdj_datasheet.pdf.pdf,TVS DIODE 12V 19.9V DO214AB,Surface Mount,,2,-65°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC550CA,diodes\Diode_TVS,,,2A,No,1500W (1.5kW),522.5V,760V,495V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 495V 760V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ400CA,diodes\Diode_TVS,,,2.3A,No,1500W (1.5kW),447V,648V,400V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 400V 648V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,1.5SMC440CA,diodes\Diode_TVS,,,2.5A,No,1500W (1.5kW),418V,602V,376V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,TVS DIODE 376V 602V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ200CA,diodes\Diode_TVS,,,4.6A,No,1500W (1.5kW),224V,324V,200V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 200V 324V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ350CA,diodes\Diode_TVS,,,2.6A,No,1500W (1.5kW),391V,567V,350V,,"DO-214AB, SMC",,,,https://www.littelfuse.com/products/tvs-diodes/surface-mount/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_smcj_datasheet.pdf.pdf,TVS DIODE 350V 567V DO214AB,Surface Mount,,2,-55°C ~ 150°C (TJ),,Littelfuse Inc.,,,
DIODE TVS,General Purpose,Zener,SMCJ85CA,diodes\Diode_TVS,,,10.9A,No,1500W (1.5kW),94.4V,137V,85V,,"DO-214AB, SMC",,,,https://www.taiwansemi.com/products/datasheet/SMCJ5V0CA_F%20SERIES_A1806.pdf,TVS DIODE 85V 137V SMC,Surface Mount,,2,,,Taiwan Semiconductor Corporation,,,
DIODE TVS,General Purpose,Zener,SMCJ120CA,diodes\Diode_TVS,,,7.9A,No,1500W (1.5kW),133V,193V,120V,,"DO-214AB, SMC",,,,https://www.bourns.com/docs/Product-Datasheets/SMCJ.pdf,TVS DIODE 120V 193V SMC,Surface Mount,,2,-55°C ~ 150°C (TJ),,Bourns Inc.,,,
