Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp.,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,General Purpose,RFS0G101MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,22mOhm,,2.61A @ 100kHz,261mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H5.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,CAP ALUM POLY 100UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RFS1A680MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,2A @ 100kHz,200mA @ 120Hz,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H5.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,CAP ALUM POLY 68UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,RFS0J470MCN1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,30mOhm,,2A @ 100kHz,200mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H5.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,CAP ALUM POLY 47UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,APXC160ARA270ME60G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,45mOhm,,1.57A @ 100kHz,,1000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.7MM,C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/PXC%20Series.pdf,CAP ALUM POLY 27UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE160ARA330ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,35mOhm,,2.07A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 33UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE100ARA560ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,28mOhm,,2.31A @ 100kHz,,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 56UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,875105359001,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,30mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,https://katalog.we-online.de/pbs/datasheet/875105359001.pdf,CAP ALUM POLY 10UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875105359002,"capacitors\Capacitor_AL,capacitors\Capacitor_p",15uF,±20%,30mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,https://katalog.we-online.de/pbs/datasheet/875105359002.pdf,CAP ALUM POLY 15UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875105359003,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,30mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,https://katalog.we-online.de/pbs/datasheet/875105359003.pdf,CAP ALUM POLY 22UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,875105359005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,30mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,https://katalog.we-online.de/pbs/datasheet/875105359005.pdf,CAP ALUM POLY 39UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,APXE100ARA470ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,28mOhm,,2.31A @ 100kHz,,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 47UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE100ARA680ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,28mOhm,,2.31A @ 100kHz,,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 68UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE6R3ARA101ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,24mOhm,,2.5A @ 100kHz,,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 100UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE6R3ARA121ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",120uF,±20%,24mOhm,,2.5A @ 100kHz,,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 120UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,875105359004,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,30mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,https://katalog.we-online.de/pbs/datasheet/875105359004.pdf,CAP ALUM POLY 33UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,APXK4R0ARA221ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,17mOhm,,3.39A @ 100kHz,,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/PXK_Series.pdf,CAP ALUM POLY 220UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE4R0ARA151ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,22mOhm,,2.61A @ 100kHz,,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 150UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,APXE160ARA390ME61G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,35mOhm,,2.07A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H5.8MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxe,CAP ALUM POLY 39UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,2R5SVPC180MY,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,24mOhm,,2.2A @ 100kHz,110mA @ 120Hz,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,CAP ALUM POLY 180UF 20% 2.5V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,2R5SVPE330M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,15mOhm,,3.15A @ 100kHz,157.5mA @ 120Hz,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+2R5SVPE330M+8+WW,CAP ALUM POLY 330UF 20% 2.5V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,6SVPE150M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,12mOhm,,3.52A @ 100kHz,176mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE150M+8+WW,CAP ALUM POLY 150UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,PCF0J101MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,25mOhm,,2.2A @ 100kHz,,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 100UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,25SVPF27MX,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,40mOhm,,2.45A @ 100kHz,122.5mA @ 120Hz,5000 Hrs @ 105°C,,25V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF27MX+8+WW,CAP ALUM POLY 27UF 20% 25V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,PCF0G151MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,30mOhm,,2A @ 100kHz,,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 150UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCS1C390MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,35mOhm,,2A @ 100kHz,,5000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcs.pdf,CAP ALUM POLY 39UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCF1D100MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,120mOhm,,900mA @ 100kHz,,2000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 10UF 20% 20V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCF1A330MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,35mOhm,,1.5A @ 100kHz,,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 33UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,20SVP10M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",10uF,±20%,120mOhm,,1.02A @ 100kHz,51mA @ 120Hz,2000 Hrs @ 105°C,,20V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP10M+8+WW,CAP ALUM POLY 10UF 20% 20V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,6SVP47M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,70mOhm,,1.1A @ 100kHz,55mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+6SVP47M+8+WW,CAP ALUM POLY 47UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,4SVP68M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,60mOhm,,1.4A @ 100kHz,70mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+4SVP68M+8+WW,CAP ALUM POLY 68UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,PCF1A470MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,26mOhm,,2.6A @ 100kHz,,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcf.pdf,CAP ALUM POLY 47UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCJ0G101MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,22mOhm,,2.61A @ 100kHz,,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 100UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCJ1C330MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,35mOhm,,2.07A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 33UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,4SVPS68M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.97A @ 100kHz,98.5mA @ 120Hz,5000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C232.pdf,CAP ALUM POLY 68UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,6SVPS47M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,30mOhm,,1.97A @ 100kHz,98.5mA @ 120Hz,5000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C232.pdf,CAP ALUM POLY 47UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,10SVPS33M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,70mOhm,,1.1A @ 100kHz,55mA @ 120Hz,5000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C232.pdf,CAP ALUM POLY 33UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,PCJ1A680MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,28mOhm,,2.31A @ 100kHz,,2000 Hrs @ 105°C,,10V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcj.pdf,CAP ALUM POLY 68UF 20% 10V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,2R5SVPA82MAA,"capacitors\Capacitor_AL,capacitors\Capacitor_p",82uF,±20%,30mOhm,,1.97A @ 100kHz,98.5mA @ 120Hz,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C185.pdf,CAP ALUM POLY 82UF 20% 2.5V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,4SVPA68MAA,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,30mOhm,,1.97A @ 100kHz,98.5mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C185.pdf,CAP ALUM POLY 68UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,PCG1C470MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,40mOhm,,1.5A @ 100kHz,,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcg.pdf,CAP ALUM POLY 47UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,PCG0G221MCO1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,15mOhm,,2.9A @ 100kHz,,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcg.pdf,CAP ALUM POLY 220UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,2R5SVPC180M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,30mOhm,,1.97A @ 100kHz,98.5mA @ 120Hz,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,CAP ALUM POLY 180UF 20% 2.5V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,6SVPC100M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,30mOhm,,2.15A @ 100kHz,107.5mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,CAP ALUM POLY 100UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,PCG0J151MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,33mOhm,,1.8A @ 100kHz,,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcg.pdf,CAP ALUM POLY 150UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,4SVPC150MY,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,23mOhm,,2.24A @ 100kHz,112mA @ 120Hz,2000 Hrs @ 105°C,,4V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,CAP ALUM POLY 150UF 20% 4V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,2R5SVPE330MY,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,10mOhm,,3.86A @ 100kHz,193mA @ 120Hz,2000 Hrs @ 105°C,,2.5V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+2R5SVPE330MY+8+WW,CAP ALUM POLY 330UF 20% 2.5V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,6SVPC100MY,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,25mOhm,,2.66A @ 100kHz,133mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,CAP ALUM POLY 100UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,16SVPC39MV,"capacitors\Capacitor_AL,capacitors\Capacitor_p",39uF,±20%,27mOhm,,2.35A @ 100kHz,117.5mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,CAP ALUM POLY 39UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,6SVPE180M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",180uF,±20%,15mOhm,,3.15A @ 100kHz,157.5mA @ 120Hz,2000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE180M+8+WW,CAP ALUM POLY 180UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,16SVP22M,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,90mOhm,,1.06A @ 100kHz,53mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+16SVP22M+8+WW,CAP ALUM POLY 22UF 20% 16V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,PCS0J470MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,35mOhm,,1.6A @ 100kHz,,5000 Hrs @ 105°C,,6.3V,,CAP ALSMD POLY 5.3MM H6.0MM,C,,,http://nichicon-us.com/english/products/pdfs/e-pcs.pdf,CAP ALUM POLY 47UF 20% 6.3V SMD,Surface Mount,0.197 Dia (5.00mm),0.209 L x 0.209 W (5.30mm x 5.30mm),2,-55°C ~ 105°C,,Nichicon,,,
