Part Type,Part Number,Schematic Part,Part Value,Current - Continuous Drain (Id) @ 25°C,Drain to Source Voltage (Vdss),"Drive Voltage (Max Rds On,  Min Rds On)",Vgs(th) (Max) @ Id,Vgs (Max),"Rds On (Max) @ Id, Vgs",Gate Charge (Qg) (Max) @ Vgs,Input Capacitance (Ciss) (Max) @ Vds,FET Feature,FET Type,Technology,Allegro PCB Footprint,Package / Case,Pspice Model,Power Dissipation (Max),Technology,Availability,Data Sheet,Description,Mounting Type,Size,Number of FET,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
N CHANNEL,CPH3448-TL-W,,,4A (Ta),30V,"1.8V, 4.5V",,±12V,"50mOhm @ 2A, 4.5V",4.7nC @ 4.5V,430pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,http://www.onsemi.com/pub/Collateral/CPH3448-D.PDF,MOSFET N-CH 30V 4A CPH3,Surface Mount,,1,150°C (TJ),,ON Semiconductor,,,
N CHANNEL,CPH3461-TL-W,,,350mA (Ta),250V,"2.5V, 4.5V",1.3V @ 1mA,±10V,"6.5Ohm @ 170mA, 4.5V",2.1nC @ 4.5V,140pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,http://www.onsemi.com/pub/Collateral/CPH3461-D.PDF,MOSFET N-CH 250V 0.35A CPH3,Surface Mount,,1,150°C (TJ),,ON Semiconductor,,,
N CHANNEL,CPH3459-TL-W,,,500mA (Ta),200V,"4V, 10V",2.6V @ 1mA,±20V,"3.7Ohm @ 250mA, 10V",2.4nC @ 10V,90pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,http://www.onsemi.com/pub/Collateral/CPH3459-D.PDF,MOSFET N-CH 200V 0.5A CPH3,Surface Mount,,1,150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN361BN,,,1.4A (Ta),30V,"4.5V, 10V",3V @ 250µA,±20V,"110mOhm @ 1.4A, 10V",1.8nC @ 4.5V,193pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN361BN-D.pdf,MOSFET N-CH 30V 1.4A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NDS351N,,,1.1A (Ta),30V,"4.5V, 10V",2V @ 250µA,±20V,"160mOhm @ 1.4A, 10V",3.5nC @ 5V,140pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/NDS351N-D.PDF,MOSFET N-CH 30V 1.1A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,CPH3456-TL-W,,,3.5A (Ta),20V,"1.8V, 4.5V",1.3V @ 1mA,±12V,"71mOhm @ 1.5A, 4.5V",2.8nC @ 4.5V,260pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,http://www.onsemi.com/pub/Collateral/CPH3456-D.PDF,MOSFET N-CH 20V 3.5A CPH3,Surface Mount,,1,150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN359AN,,,2.7A (Ta),30V,"4.5V, 10V",3V @ 250µA,±20V,"46mOhm @ 2.7A, 10V",7nC @ 5V,480pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN359AN-D.pdf,MOSFET N-CH 30V 2.7A SSOT-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NDS355N,,,1.6A (Ta),30V,"4.5V, 10V",2V @ 250µA,±20V,"85mOhm @ 1.9A, 10V",5nC @ 5V,245pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/NDS355N.pdf,MOSFET N-CH 30V 1.6A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN028N20,,,6.1A (Tc),20V,"2.5V, 4.5V",1.5V @ 250µA,±12V,"28mOhm @ 5.2A, 4.5V",6nC @ 4.5V,600pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.5W (Tc),,,http://www.onsemi.com/pub/Collateral/FDN028N20-D.pdf,MOSFET N-CH 20V 6.1A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NVR5198NLT1G,,,1.7A (Ta),60V,"4.5V, 10V",2.5V @ 250µA,±20V,"155mOhm @ 1A, 10V",5.1nC @ 10V,182pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,900mW (Ta),,,http://www.onsemi.com/pub/Collateral/NVR5198NL-D.PDF,MOSFET N-CH 60V 2.2A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,MGSF2N02ELT1G,,,2.8A (Ta),20V,"2.5V, 4.5V",1V @ 250µA,±8V,"85mOhm @ 3.6A, 4.5V",3.5nC @ 4V,150pF @ 5V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.25W (Ta),,,http://www.onsemi.com/pub/Collateral/MGSF2N02EL-D.PDF,MOSFET N-CH 20V 2.8A SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,MMBF170,,,500mA (Ta),60V,10V,3V @ 1mA,±20V,"5Ohm @ 200mA, 10V",,40pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,300mW (Ta),,,https://www.onsemi.com/pub/Collateral/MMBF170-D.PDF,MOSFET N-CH 60V 500MA SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NTR5198NLT1G,,,1.7A (Ta),60V,"4.5V, 10V",2.5V @ 250µA,±20V,"155mOhm @ 1A, 10V",2.8nC @ 4.5V,182pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,900mW (Ta),,,http://www.onsemi.com/pub/Collateral/NTR5198NL-D.PDF,MOSFET N-CH 60V 1.7A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NTR4503NT1G,,,1.5A (Ta),30V,"4.5V, 10V",3V @ 250µA,±20V,"110mOhm @ 2.5A, 10V",7nC @ 10V,250pF @ 24V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,420mW (Ta),,,http://www.onsemi.com/pub/Collateral/NTR4503N-D.PDF,MOSFET N-CH 30V 1.5A SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,MMBF0201NLT1G,,,300mA (Ta),20V,"4.5V, 10V",2.4V @ 250µA,±20V,"1Ohm @ 300mA, 10V",,45pF @ 5V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,225mW (Ta),,,http://www.onsemi.com/pub/Collateral/MMBF0201NLT1-D.PDF,MOSFET N-CH 20V 300MA SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NTR3C21NZT1G,,,3.6A (Ta),20V,"1.8V, 4.5V",1V @ 250µA,±8V,"24mOhm @ 5A, 4.5V",17.8nC @ 4.5V,1540pF @ 16V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,470mW (Ta),,,http://www.onsemi.com/pub/Collateral/NTR3C21NZ-D.PDF,MOSFET N-CH 20V 3.6A SOT23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN537N,,,"6.5A (Ta), 6.5A (Tc)",30V,"4.5V, 10V",3V @ 250µA,±20V,"23mOhm @ 6.5A, 10V",8.4nC @ 10V,465pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.5W (Ta),,,https://www.onsemi.com/pub/Collateral/FDN537N-D.pdf,MOSFET N-CH 30V 6.5A SSOT-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NTR4501NT1G,,,3.2A (Ta),20V,"1.8V, 4.5V",1.2V @ 250µA,±12V,"80mOhm @ 3.6A, 4.5V",6nC @ 4.5V,200pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.25W (Tj),,,http://www.onsemi.com/pub/Collateral/NTR4501N-D.PDF,MOSFET N-CH 20V 3.2A SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NDS351AN,,,1.4A (Ta),30V,"4.5V, 10V",3V @ 250µA,±20V,"160mOhm @ 1.4A, 10V",1.8nC @ 4.5V,145pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/NDS351AN-D.PDF,MOSFET N-CH 30V 1.4A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NDS331N,,,1.3A (Ta),20V,"2.7V, 4.5V",1V @ 250µA,±8V,"160mOhm @ 1.5A, 4.5V",5nC @ 4.5V,162pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/NDS331N-D.PDF,MOSFET N-CH 20V 1.3A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDV305N,,,900mA (Ta),20V,"2.5V, 4.5V",1.5V @ 250µA,±12V,"220mOhm @ 900mA, 4.5V",1.5nC @ 4.5V,109pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,350mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDV305N-D.pdf,MOSFET N-CH 20V 0.9A SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NTR4170NT1G,,,,30V,"2.5V, 10V",1.4V @ 250µA,±12V,"55mOhm @ 3.2A, 10V",4.76nC @ 4.5V,432pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,480mW (Ta),,,http://www.onsemi.com/pub/Collateral/NTR4170N-D.PDF,MOSFET N-CH 30V 3.2A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN335N,,,1.7A (Ta),20V,"2.5V, 4.5V",1.5V @ 250µA,±8V,"70mOhm @ 1.7A, 4.5V",5nC @ 4.5V,310pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN335N-D.PDF,MOSFET N-CH 20V 1.7A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN327N,,,2A (Ta),20V,"1.8V, 4.5V",1.5V @ 250µA,±8V,"70mOhm @ 2A, 4.5V",6.3nC @ 4.5V,423pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN327N-D.PDF,MOSFET N-CH 20V 2A SSOT-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN337N,,,2.2A (Ta),30V,"2.5V, 4.5V",1V @ 250µA,±8V,"65mOhm @ 2.2A, 4.5V",9nC @ 4.5V,300pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN337N-D.PDF,MOSFET N-CH 30V 2.2A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN359BN,,,2.7A (Ta),30V,"4.5V, 10V",3V @ 250µA,±20V,"46mOhm @ 2.7A, 10V",7nC @ 5V,650pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,http://www.onsemi.com/pub/Collateral/FDN359BN-D.pdf,MOSFET N-CH 30V 2.7A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NDS355AN,,,1.7A (Ta),30V,"4.5V, 10V",2V @ 250µA,±20V,"85mOhm @ 1.9A, 10V",5nC @ 5V,195pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/NDS355AN-D.PDF,MOSFET N-CH 30V 1.7A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,MGSF1N02LT1G,,,750mA (Ta),20V,"4.5V, 10V",2.4V @ 250µA,±20V,"90mOhm @ 1.2A, 10V",,125pF @ 5V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,400mW (Ta),,,http://www.onsemi.com/pub/Collateral/MGSF1N02LT1-D.PDF,MOSFET N-CH 20V 750MA SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN5630,,,1.7A (Ta),60V,"6V, 10V",3V @ 250µA,±20V,"100mOhm @ 1.7A, 10V",10nC @ 10V,400pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN5630-D.PDF,MOSFET N-CH 60V 1.7A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN357N,,,1.9A (Ta),30V,"4.5V, 10V",2V @ 250µA,±20V,"60mOhm @ 2.2A, 10V",5.9nC @ 5V,235pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN357N-D.PDF,MOSFET N-CH 30V 1.9A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN339AN,,,3A (Ta),20V,"2.5V, 4.5V",1.5V @ 250µA,±8V,"35mOhm @ 3A, 4.5V",10nC @ 4.5V,700pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,500mW (Ta),,,https://www.onsemi.com/pub/Collateral/FDN339AN-D.PDF,MOSFET N-CH 20V 3A SSOT3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,2N7002L,,,115mA (Ta),60V,"5V, 10V",2.5V @ 250µA,±20V,"7.5Ohm @ 500mA, 10V",,50pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,200mW (Ta),,,https://www.onsemi.com/pub/Collateral/2N7002L-D.PDF,MOSFET N-CH 60V 0.115A SOT-23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,BVSS123LT1G,,,170mA (Ta),100V,10V,2.8V @ 1mA,±20V,"6Ohm @ 100mA, 10V",,20pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,225mW (Ta),,,http://www.onsemi.com/pub/Collateral/BSS123LT1-D.PDF,MOSFET N-CH 100V 170MA SOT-23-3,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,CPH3462-TL-W,,,1A (Ta),100V,"4V, 10V",2.6V @ 1mA,±20V,"785mOhm @ 1A, 10V",3.4nC @ 10V,155pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1W (Ta),,,http://www.onsemi.com/pub/Collateral/ENA2322-D.PDF,MOSFET N-CH 100V 1A CPH3,Surface Mount,,1,150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NVR4501NT1G,,,3.2A (Ta),20V,"2.5V, 4.5V",1.2V @ 250µA,±12V,"80mOhm @ 3.6A, 4.5V",6nC @ 4.5V,200pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.25W (Tj),,,http://www.onsemi.com/pub/Collateral/NTR4501N-D.PDF,MOSFET N-CH 20V 3.2A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN8601,,,2.7A (Ta),100V,"6V, 10V",4V @ 250µA,±20V,"109mOhm @ 1.5A, 10V",5nC @ 10V,210pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.5W (Ta),,,https://www.onsemi.com/pub/Collateral/FDN8601-D.pdf,MOSFET N-CH 100V 2.7A 3SSOT,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,FDN86246,,,1.6A (Ta),150V,"6V, 10V",4V @ 250µA,±20V,"261mOhm @ 1.6A, 10V",5nC @ 10V,225pF @ 75V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,1.5W (Ta),,,https://www.onsemi.com/pub/Collateral/FDN86246-D.pdf,MOSFET N-CH 150V 1.6A 3SSOT,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,NVTR4503NT1G,,,1.5A (Ta),30V,"4.5V, 10V",3V @ 250µA,±20V,"110mOhm @ 2.5A, 10V",7nC @ 10V,135pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,420mW (Ta),,,http://www.onsemi.com/pub/Collateral/NTR4503N-D.PDF,MOSFET N-CH 30V 1.5A SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,ON Semiconductor,,,
N CHANNEL,1HN04CH-TL-W,,,270mA (Ta),100V,"4V, 10V",2.6V @ 100µA,±20V,"8Ohm @ 140mA, 10V",0.9nC @ 10V,15pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,,,,http://www.onsemi.com/pub/Collateral/1HN04CH-D.PDF,MOSFET N-CH 100V 0.27A SOT-23,Surface Mount,,1,150°C (TJ),,ON Semiconductor,,,
N CHANNEL,2SK536-TB-E,,,100mA (Ta),50V,10V,,±12V,"20Ohm @ 10mA, 10V",,15pF @ 10V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,200mW (Ta),,,http://www.onsemi.com/pub/Collateral/EN2550-D.PDF,MOSFET N-CH 50V 0.1A,Surface Mount,,1,125°C (TJ),,ON Semiconductor,,,
N CHANNEL,DMN5L06KQ-7,,,300mA (Ta),50V,"1.8V, 5V",1V @ 250µA,±20V,"2Ohm @ 50mA, 5V",,50pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,350mW,,,//media.digikey.com/pdf/Data%20Sheets/Diodes%20PDFs/DMN5L06K_Mar2014.pdf,MOSFET BVDSS: 41V-60V SOT23,Surface Mount,,1,-65°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,DMN65D9L-7,,,335mA (Ta),60V,"4V, 10V",2.5V @ 250µA,±16V,"4Ohm @ 500mA, 10V",,41pF @ 4.5V,,N-Channel,MOSFET (Metal Oxide),,"TO-236-3, SC-59, SOT-23-3",,270mW (Ta),,,,MOSFET BVDSS: 41V-60V SOT23,Surface Mount,,1,-55°C ~ 150°C (TJ),,Diodes Incorporated,,,
N CHANNEL,"PSMN8R3-40YS,115",,,70A (Tc),40V,10V,4V @ 1mA,±20V,"8.6mOhm @ 15A, 10V",20nC @ 10V,1215pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,74W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN8R3-40YS.pdf,MOSFET N-CH 40V 70A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,PSMN6R1-30YLDX,,,66A (Tc),30V,"4.5V, 10V",2.2V @ 1mA,±20V,"6mOhm @ 15A, 10V",13.6nC @ 10V,817pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,47W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN6R1-30YLD.pdf,MOSFET N-CH 30V 66A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,PSMN6R0-30YLDX,,,66A (Tc),30V,"4.5V, 10V",2.2V @ 1mA,±20V,"6mOhm @ 15A, 10V",13.7nC @ 10V,832pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,47W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN6R0-30YLD.pdf,MOSFET N-CH 30V 7A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN1R2-30YLC,115",,,100A (Tc),30V,"4.5V, 10V",1.95V @ 1mA,±20V,"1.25mOhm @ 25A, 10V",78nC @ 10V,5093pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,215W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN1R2-30YLC.pdf,MOSFET N-CH 30V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN3R3-40YS,115",,,100A (Tc),40V,10V,4V @ 1mA,±20V,"3.3mOhm @ 25A, 10V",49nC @ 10V,2754pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,117W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN3R3-40YS.pdf,MOSFET N-CH 40V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN7R0-60YS,115",,,89A (Tc),60V,10V,4V @ 1mA,±20V,"6.4mOhm @ 15A, 10V",45nC @ 10V,2712pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,117W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN7R0-60YS.pdf,MOSFET N-CH 60V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN4R0-40YS,115",,,100A (Tc),40V,10V,4V @ 1mA,±20V,"4.2mOhm @ 15A, 10V",38nC @ 10V,2410pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,106W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN4R0-40YS.pdf,MOSFET N-CH 40V 100A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN5R8-40YS,115",,,90A (Tc),40V,10V,4V @ 1mA,±20V,"5.7mOhm @ 15A, 10V",28.8nC @ 10V,1703pF @ 20V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,89W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN5R8-40YS.pdf,MOSFET N-CH 40V LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN020-100YS,115",,,43A (Tc),100V,10V,4V @ 1mA,±20V,"20.5mOhm @ 15A, 10V",41nC @ 10V,2210pF @ 50V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,106W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN020-100YS.pdf,MOSFET N-CH 100V 43A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN012-60YS,115",,,59A (Tc),60V,10V,4V @ 1mA,±20V,"11.1mOhm @ 15A, 10V",28.4nC @ 10V,1685pF @ 30V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,89W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN012-60YS.pdf,MOSFET N-CH 60V 59A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,PSMN019-100YLX,,,56A (Tc),100V,"5V, 10V",2.1V @ 1mA,±20V,"18mOhm @ 15A, 10V",72.4nC @ 10V,5085pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,167W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN019-100YL.pdf,MOSFET N-CH 100V LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,PSMN015-100YLX,,,69A (Tc),100V,"5V, 10V",2.1V @ 1mA,±20V,"14.7mOhm @ 20A, 10V",86.3nC @ 10V,6139pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,195W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN015-100YL.pdf,MOSFET N-CH 100V LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,PSMN014-80YLX,,,62A (Tc),80V,"5V, 10V",2.1V @ 1mA,±20V,"14mOhm @ 15A, 10V",28.9nC @ 5V,4640pF @ 25V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,147W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN014-80YL.pdf,MOSFET N-CH 80V LFPAK56,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN4R0-25YLC,115",,,84A (Tc),25V,"4.5V, 10V",1.95V @ 1mA,±20V,"4.5mOhm @ 20A, 10V",22.8nC @ 10V,1407pF @ 12V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,61W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN4R0-25YLC.pdf,MOSFET N-CH 25V 84A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,PSMN3R5-25MLDX,,,70A (Tc),25V,"4.5V, 10V",2.2V @ 1mA,±20V,"3.72mOhm @ 25A, 10V",18.9nC @ 10V,1334pF @ 12V,Schottky Diode (Body),N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,65W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN3R5-25MLD.pdf,PSMN3R5-25MLD/MLFPAK/REEL 7 Q,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
N CHANNEL,"PSMN4R5-30YLC,115",,,84A (Tc),30V,"4.5V, 10V",1.95V @ 1mA,±20V,"4.8mOhm @ 20A, 10V",20.5nC @ 10V,1324pF @ 15V,,N-Channel,MOSFET (Metal Oxide),,"SC-100, SOT-669",,61W (Tc),,,https://assets.nexperia.com/documents/data-sheet/PSMN4R5-30YLC.pdf,MOSFET N-CH 30V 84A LFPAK,Surface Mount,,1,-55°C ~ 175°C (TJ),,Nexperia USA Inc.,,,
