Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Number of Resistors,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,YC248-JR-070RL,,,Jumper,,,1606 Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 8 RES ZERO OHM 1606,Surface Mount,0.157 L x 0.063 W (4.00mm x 1.60mm),16,8,,-55°C ~ 155°C,,Yageo,,,
,YC248-JR-07330RL,,330,±5%,,,1606 Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 8 RES 330 OHM 1606,Surface Mount,0.157 L x 0.063 W (4.00mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC248-JR-07100KL,,100k,±5%,,,1606 Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 8 RES 100K OHM 1606,Surface Mount,0.157 L x 0.063 W (4.00mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC248-JR-0710RL,,10,±5%,,,1606 Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 8 RES 10 OHM 1606,Surface Mount,0.157 L x 0.063 W (4.00mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,742C163474JP,,470k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 470K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,CAT16-PC4F12LF,,"100, 187",±1%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CAT16PC4F12.pdf,RES ARRAY 12 RES MULT OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,12,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-000J8LF,,,Jumper,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 8 RES ZERO OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-221J8LF,,220,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 8 RES 220 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,742C163224JP,,220k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 220K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163333JP,,33k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 33K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163103JP,,10k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 10K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163220JP,,22,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 22 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163331JP,,330,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 330 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163330JP,,33,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 33 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163102JP,,1k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 1K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163472JP,,4.7k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 4.7K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163101JP,,100,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 100 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,CAT16-LV4F12LF,,"140, 165",±1%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CAT16LV4F12.pdf,RES ARRAY 12 RES MULT OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,12,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-330J8LF,,33,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 33 OHM 8 RES 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-102J8LF,,1k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 8 RES 1K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-103J8LF,,10k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 8 RES 10K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,742C163104JP,,100k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 100K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163471JP,,470,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 470 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163510JP,,51,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 51 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163470JP,,47,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 47 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163473JP,,47k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 47K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163223JP,,22k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 22K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163100JP,,10,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 10 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,CAT16-101J8LF,,100,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 8 RES 100 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAT16-331J8LF,,330,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 8 RES 330 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,742C163221JP,,220,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 220 OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163222JP,,2.2k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 2.2K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163105JP,,1M,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 1M OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,742C163332JP,,3.3k,±5%,,,2506 Concave Long Side Terminals,,62.5mW,,https://www.ctscorp.com/wp-content/uploads/74x.pdf,RES ARRAY 8 RES 3.3K OHM 2506,Surface Mount,0.252 L x 0.063 W (6.40mm x 1.60mm),16,8,±200ppm/°C,-55°C ~ 125°C,,CTS Resistor Products,,,
,RAVF164DJT36R0,,36,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 36 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RAVF164DJT39R0,,39,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 39 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RAVF164DJT27R0,,27,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 27 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RAVF164DJT22K0,,22k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 22K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,EXB-38V180JV,,18,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 18 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,RAVF164DJT24R0,,24,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 24 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RAVF164DJT20R0,,20,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 20 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,CAY16-510J4LF,,51,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 51 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,RAVF164DJT4K70,,4.7k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 4.7K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,CAY16-151J4LF,,150,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 150 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,EXB-38V820JV,,82,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 82 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAY16-100J4LF,,10,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 10 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,RAVF164DJT47R0,,47,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 47 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,CAY16-2202F4LF,,22k,±1%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 22K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,RAVF164DJT220R,,220,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 220 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RAVF164DJT3K30,,3.3k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 3.3K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,RAVF164DJT100K,,100k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.seielect.com/catalog/sei-ravf.pdf,RES ARRAY 4 RES 100K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
,CAY16-105J4LF,,1M,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 1M OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,EXB-38V683JV,,68k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 68K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAY16-473J4LF,,47k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 47K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,YC164-JR-07160RL,,160,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 160 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0718RL,,18,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 18 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0756KL,,56k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 56K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0768KL,,68k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 68K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07200KL,,200k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 200K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-07240RL,,240,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 240 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,YC164-JR-0715RL,,15,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-YC_TC_group_51_RoHS_L_9.pdf,RES ARRAY 4 RES 15 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
,EXB-38V1R5JV,,1.5,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 1.5 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V2R4JV,,2.4,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 2.4 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V7R5JV,,7.5,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 7.5 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,EXB-38V3R3JV,,3.3,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,RES ARRAY 4 RES 3.3 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Panasonic Electronic Components,,,
,CAY16-182J4LF,,1.8k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 1.8K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAY16-822J4LF,,8.2k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 8.2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAY16-122J4LF,,1.2k,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 1.2K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAY16-390J4LF,,39,±5%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 39 OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAY16-1503F4LF,,150k,±1%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 150K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,CAY16-4702F4LF,,47k,±1%,,,1206 (3216 Metric) Convex Long Side Terminals,,62.5mW,,https://www.bourns.com/docs/Product-Datasheets/CATCAY.pdf,RES ARRAY 4 RES 47K OHM 1206,Surface Mount,0.126 L x 0.063 W (3.20mm x 1.60mm),8,4,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
,ACASA100121002P100,,"1k, 10k",±0.5%,,,1206 (3216 Metric) Convex Long Side Terminals,,100mW,,http://www.vishay.com/docs/28754/acasprof.pdf,RES ARRAY 4 RES MULT OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±50ppm/°C,-55°C ~ 125°C,,Vishay Beyschlag,,,
,ACASA470224702P100,,47k,±0.5%,,,1206 (3216 Metric) Convex Long Side Terminals,,100mW,,http://www.vishay.com/docs/28754/acasprof.pdf,RES ARRAY 4 RES 47K OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±50ppm/°C,-55°C ~ 125°C,,Vishay Beyschlag,,,
,ACASA100225002P100,,"10k, 50k",±0.5%,,,1206 (3216 Metric) Convex Long Side Terminals,,100mW,,http://www.vishay.com/docs/28754/acasprof.pdf,RES ARRAY 4 RES MULT OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±50ppm/°C,-55°C ~ 125°C,,Vishay Beyschlag,,,
,ACASA2002S2002P100,,20k,±0.1%,,,1206 (3216 Metric) Convex Long Side Terminals,,100mW,,http://www.vishay.com/docs/28751/acasprec.pdf,RES ARRAY 4 RES 20K OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±25ppm/°C,-55°C ~ 125°C,,Vishay Beyschlag,,,
,ACASA2001S2001P1AT,,2k,±0.1%,,,1206 (3216 Metric) Convex Long Side Terminals,,125mW,,http://www.vishay.com/docs/28770/acasat.pdf,RES ARRAY 4 RES 2K OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±25ppm/°C,-55°C ~ 155°C,,Vishay Beyschlag,,,
,ACASA1001E2001P100,,"1k, 2k",±0.25%,,,1206 (3216 Metric) Convex Long Side Terminals,,100mW,,http://www.vishay.com/docs/28751/acasprec.pdf,RES ARRAY 4 RES MULT OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±25ppm/°C,-55°C ~ 125°C,,Vishay Beyschlag,,,
,ACASA1002E5002P100,,"10k, 50k",±0.25%,,,1206 (3216 Metric) Convex Long Side Terminals,,100mW,,http://www.vishay.com/docs/28751/acasprec.pdf,RES ARRAY 4 RES MULT OHM 1206,Surface Mount,0.126 L x 0.059 W (3.20mm x 1.50mm),8,4,±25ppm/°C,-55°C ~ 125°C,,Vishay Beyschlag,,,
